"FormID","ChemID","Chemical","Formulation","TG3ID","TherapeuticGrp3","TG2ID","TherapeuticGrp2","TG1ID","TherapeuticGrp1","BaseUnits","PropPharmPresc"
"141203","1412","Digoxin","Oral liq 50 mcg per ml","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","ml",99.600086648
"141202","1412","Digoxin","Tab 250 mcg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","tab",99.822819791
"141201","1412","Digoxin","Tab 62.5 mcg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","tab",99.946285984
"242701","2427","Dihydrocodeine tartrate","Tab long-acting 60 mg","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","tab",99.866552883
"252825","2528","Diltiazem hydrochloride","Cap extended-release 120 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","cap",99.963440543
"252804","2528","Diltiazem hydrochloride","Cap long-acting 120 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","cap",99.971092358
"252805","2528","Diltiazem hydrochloride","Cap long-acting 180 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","cap",99.977982303
"252806","2528","Diltiazem hydrochloride","Cap long-acting 240 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","cap",99.991064368
"252801","2528","Diltiazem hydrochloride","Tab 30 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.782370789
"252802","2528","Diltiazem hydrochloride","Tab 60 mg","72202","Other Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.844409212
"142026","1420","Dimethicone","Crm 10% pump bottle","101502","Barrier Creams","1015","Barrier Creams and Emollients","10","Dermatologicals","ml",99.036206017
"142025","1420","Dimethicone","Crm 5% pump bottle","101502","Barrier Creams","1015","Barrier Creams and Emollients","10","Dermatologicals","ml",98.07978858
"142027","1420","Dimethicone","Lotn 4%","101701","Parasiticidal Preparations","1017","Parasiticidal Preparations","10","Dermatologicals","ml",96.096304996
"405325","4053","Dimethyl fumarate","Cap 120 mg","222601","Multiple Sclerosis Treatments","2226","Multiple Sclerosis Treatments","22","Nervous System","cap",100
"405326","4053","Dimethyl fumarate","Cap 240 mg","222601","Multiple Sclerosis Treatments","2226","Multiple Sclerosis Treatments","22","Nervous System","cap",100
"396125","3961","Diphtheria, tetanus and pertussis vaccine","Inj 2 IU diphtheria toxoid with 20 IU tetanus toxoid, 8 mcg pertussis toxoid, 8 mcg pertussis filamentous haemagglutinin and 2.5 mcg pertactin in 0.5 ml syringe","452501","Vaccinations","4525","Vaccinations","45","National Immunisation Schedule","inj",100
"142704","1427","Dipyridamole","Tab long-acting 150 mg","40701","Antiplatelet Agents","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","tab",99.972472512
"142802","1428","Disopyramide phosphate","Cap 100 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","cap",100
"143201","1432","Disulfiram","Tab 200 mg","223401","Treatments for Substance Dependence","2234","Treatments for Substance Dependence","22","Nervous System","tab",99.975971269
"242906","2429","Docusate sodium","Enema conc 18%","12504","Faecal Softeners","125","Laxatives","1","Alimentary Tract and Metabolism","ml",100
"242902","2429","Docusate sodium","Tab 120 mg","12504","Faecal Softeners","125","Laxatives","1","Alimentary Tract and Metabolism","tab",100
"242901","2429","Docusate sodium","Tab 50 mg","12504","Faecal Softeners","125","Laxatives","1","Alimentary Tract and Metabolism","tab",100
"630401","6304","Docusate sodium with sennosides","Tab 50 mg with sennosides 8 mg","12504","Faecal Softeners","125","Laxatives","1","Alimentary Tract and Metabolism","tab",99.556838155
"407325","4073","Dolutegravir","Tab 50 mg","162007","Strand Transfer Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"143601","1436","Domperidone","Tab 10 mg","221601","Antinausea and Vertigo Agents","2216","Antinausea and Vertigo Agents","22","Nervous System","tab",99.895457826
"392326","3923","Donepezil hydrochloride","Tab 10 mg","223201","Treatments for Dementia","2232","Treatments for Dementia","22","Nervous System","tab",99.994335897
"392325","3923","Donepezil hydrochloride","Tab 5 mg","223201","Treatments for Dementia","2232","Treatments for Dementia","22","Nervous System","tab",99.991424125
"101001","1010","Dornase alfa","Nebuliser soln, 2.5 mg per 2.5 ml ampoule","284902","Mucolytics","2849","Mucolytics","28","Respiratory System and Allergies","amp",100
"107601","1076","Dorzolamide hydrochloride","Eye drops 2%","310306","Glaucoma Preparations - Carbonic Anhydrase Inhibitors","3103","Eye Preparations","31","Sensory Organs","ml",99.917201408
"378125","3781","Dorzolamide with timolol","Eye drops 2% with timolol 0.5%","310306","Glaucoma Preparations - Carbonic Anhydrase Inhibitors","3103","Eye Preparations","31","Sensory Organs","ml",99.994353572
"143702","1437","Dosulepin [Dothiepin] hydrochloride","Cap 25 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",99.996608064
"143701","1437","Dosulepin [Dothiepin] hydrochloride","Tab 75 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","tab",99.991158792
"251502","2515","Doxazosin","Tab 2 mg","70401","Alpha Adrenoceptor Blockers","704","Alpha-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.978256295
"251503","2515","Doxazosin","Tab 4 mg","70401","Alpha Adrenoceptor Blockers","704","Alpha-Adrenoceptor Blockers","7","Cardiovascular System","tab",99.990892731
"143801","1438","Doxepin hydrochloride","Cap 10 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",99.986034536
"143802","1438","Doxepin hydrochloride","Cap 25 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",99.995136819
"143803","1438","Doxepin hydrochloride","Cap 50 mg","220501","Cyclic and Related Agents","2205","Antidepressants","22","Nervous System","cap",99.997179369
"252904","2529","Doxycycline","Tab 100 mg","160310","Tetracyclines","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",98.391355117
"252901","2529","Doxycycline","Tab 50 mg","160310","Tetracyclines","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.388325979
"409125","4091","Dual blood glucose and blood ketone diagnostic test meter","Meter with 50 lancets, a lancing device and 10 blood glucose diagnostic test strips","11505","Dual Blood Glucose and Blood Ketone Testing","115","Diabetes Management","1","Alimentary Tract and Metabolism","pack",72.810821564
"414925","4149","Dulaglutide","Inj 1.5mg per 0.5 ml prefilled pen","11315","GLP-1 Agonists","113","Diabetes","1","Alimentary Tract and Metabolism","inj",100
"144310","1443","Econazole nitrate","Crm 1%","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","g",100
"144307","1443","Econazole nitrate","Foaming soln 1%, 10 ml sachets","100701","Antifungals Topical","1007","Antifungals Topical","10","Dermatologicals","ea",100
"373229","3732","Efavirenz","Tab 200 mg","162001","Non-nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"373228","3732","Efavirenz","Tab 600 mg","162001","Non-nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"398025","3980","Efavirenz with emtricitabine and tenofovir disoproxil","Tab 600 mg with emtricitabine 200 mg and tenofovir disoproxil 245 mg (300 mg as a fumarate)","162003","Nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"398026","3980","Efavirenz with emtricitabine and tenofovir disoproxil","Tab 600 mg with emtricitabine 200 mg and tenofovir disoproxil 245 mg (300 mg as a maleate)","162003","Nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"108301","1083","Eformoterol fumarate","Powder for inhalation, 12 mcg per dose, and monodose device","282402","Inhaled Long-acting Beta-adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",100
"108303","1083","Eformoterol fumarate","Powder for inhalation, 6 mcg per dose, breath activated","282402","Inhaled Long-acting Beta-adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.97212932
"411225","4112","Eformoterol fumarate dihydrate","Powder for inhalation 4.5 mcg per dose, breath activated (equivalent to eformoterol fumarate 6 mcg metered dose)","282402","Inhaled Long-acting Beta-adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",100
"402425","4024","Eltrombopag","Tab 25 mg","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","tab",100
"402426","4024","Eltrombopag","Tab 50 mg","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","tab",100
"413227","4132","Emicizumab","Inj 105 mg in 0.7 ml vial","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","inj",100
"413228","4132","Emicizumab","Inj 150 mg in 1 ml vial","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","inj",100
"413225","4132","Emicizumab","Inj 30 mg in 1 ml vial","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","inj",100
"413226","4132","Emicizumab","Inj 60 mg in 0.4 ml vial","40401","Antifibrinolytics, Haemostatics and Local Sclerosants","404","Antifibrinolytics, Haemostatics and Local Sclerosants","4","Blood and Blood Forming Organs","inj",100
"413725","4137","Empagliflozin","Tab 10 mg","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",99.999969382
"413726","4137","Empagliflozin","Tab 25 mg","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",99.999836773
"413828","4138","Empagliflozin with metformin hydrochloride","Tab 12.5 mg with 1,000 mg metformin hydrochloride","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",100
"413827","4138","Empagliflozin with metformin hydrochloride","Tab 12.5 mg with 500 mg metformin hydrochloride","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",100
"413826","4138","Empagliflozin with metformin hydrochloride","Tab 5 mg with 1,000 mg metformin hydrochloride","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",99.999872503
"413825","4138","Empagliflozin with metformin hydrochloride","Tab 5 mg with 500 mg metformin hydrochloride","11318","SGLT2 Inhibitors","113","Diabetes","1","Alimentary Tract and Metabolism","tab",100
"386625","3866","Emtricitabine","Cap 200 mg","162003","Nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","cap",100
"398125","3981","Emtricitabine with tenofovir disoproxil","Tab 200 mg with tenofovir disoproxil 245 mg (300 mg as a fumarate)","161916","HIV Prophylaxis and Treatment","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",100
"398127","3981","Emtricitabine with tenofovir disoproxil","Tab 200 mg with tenofovir disoproxil 245 mg (300 mg as a maleate)","161916","HIV Prophylaxis and Treatment","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",100
"398126","3981","Emtricitabine with tenofovir disoproxil","Tab 200 mg with tenofovir disoproxil 245 mg (300.6 mg as a succinate)","161916","HIV Prophylaxis and Treatment","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",99.99780109
"328201","3282","Emulsifying ointment","Oint BP","101504","Emollients","1015","Barrier Creams and Emollients","10","Dermatologicals","g",99.716675308
"328301","3283","Emulsifying wax BP","Emulsifying wax BP","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","g",100
"271102","2711","Enalapril maleate","Tab 10 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.984470686
"271103","2711","Enalapril maleate","Tab 20 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.99325662
"271101","2711","Enalapril maleate","Tab 5 mg","70701","ACE Inhibitors","707","Agents Affecting the Renin-Angiotensin System","7","Cardiovascular System","tab",99.961708487
"389329","3893","Enoxaparin sodium","Inj 100 mg in 1 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",99.999782684
"389330","3893","Enoxaparin sodium","Inj 120 mg in 0.8 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",99.996620297
"389331","3893","Enoxaparin sodium","Inj 150 mg in 1 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",99.973345231
"389325","3893","Enoxaparin sodium","Inj 20 mg in 0.2 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",100
"389326","3893","Enoxaparin sodium","Inj 40 mg in 0.4 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",100
"389327","3893","Enoxaparin sodium","Inj 60 mg in 0.6 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",100
"389328","3893","Enoxaparin sodium","Inj 80 mg in 0.8 ml syringe","40704","Heparin and Antagonist Preparations","407","Antithrombotic Agents","4","Blood and Blood Forming Organs","inj",100
"382925","3829","Entacapone","Tab 200 mg","220101","Dopamine Agonists and Related Agents","2201","Agents for Parkinsonism and Related Disorders","22","Nervous System","tab",99.988768305
"389525","3895","Entecavir","Tab 0.5 mg","161905","Hepatitis B Treatment","1619","Antivirals","16","Infections - Agents for Systemic Use","tab",99.994358109
"290125","2901","Enteral feed 1.5kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"290201","2902","Enteral feed 1kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291101","2911","Enteral feed 2 kcal/ml","Liquid","420632","High Calorie Products","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"407425","4074","Enteral feed with fibre 0.83 kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291201","2912","Enteral feed with fibre 1 kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"415325","4153","Enteral feed with fibre 1.2kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291301","2913","Enteral feed with fibre 1.5kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"413025","4130","Enteral liquid peptide formula","Liquid 1 kcal/ml","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","ml",100
"413026","4130","Enteral liquid peptide formula","Liquid 1.5 kcal/ml","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","ml",100
"291502","2915","Enteral/oral feed 1kcal/ml","Liquid","420607","Paediatric Products For Children With Chronic Renal Failure","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291526","2915","Enteral/oral feed 1kcal/ml","Powder","420607","Paediatric Products For Children With Chronic Renal Failure","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291525","2915","Enteral/oral feed 1kcal/ml","Powder (unflavoured)","420606","Paediatric Products For Children Awaiting Liver Transplant","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"405125","4051","Enteral/oral semi-elemental feed 1.5kcal/ml","Liquid","420610","Specialised And Elemental Products","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"410025","4100","Eplerenone","Tab 25 mg","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","tab",100
"410026","4100","Eplerenone","Tab 50 mg","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","tab",100
"275825","2758","Epoetin alfa","Inj 1,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275808","2758","Epoetin alfa","Inj 10,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275805","2758","Epoetin alfa","Inj 2,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275830","2758","Epoetin alfa","Inj 2,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275806","2758","Epoetin alfa","Inj 3,000 iu in 0.3 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275807","2758","Epoetin alfa","Inj 4,000 iu in 0.4 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275829","2758","Epoetin alfa","Inj 40,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275826","2758","Epoetin alfa","Inj 5,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275827","2758","Epoetin alfa","Inj 6,000 iu in 0.6 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275828","2758","Epoetin alfa","Inj 8,000 iu in 0.8 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"409326","4093","Epoprostenol","Inj 1.5 mg vial","74009","Prostacyclin Analogues","740","Vasodilators","7","Cardiovascular System","inj",100
"409325","4093","Epoprostenol","Inj 500 mcg vial","74009","Prostacyclin Analogues","740","Vasodilators","7","Cardiovascular System","inj",100
"145601","1456","Ergometrine maleate","Inj 500 mcg per ml, 1 ml ampoule","131402","Myometrial and Vaginal Hormone Preparations","1314","Myometrial and Vaginal Hormone Preparations","13","Genito-Urinary System","inj",0.1016673444
"146203","1462","Ergotamine tartrate with caffeine","Tab 1 mg with caffeine 100 mg","221301","Acute Migraine Treatment","2213","Antimigraine Preparations","22","Nervous System","tab",99.98761868
"391625","3916","Erlotinib","Tab 100 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"391626","3916","Erlotinib","Tab 150 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"602802","6028","Erythromycin (as lactobionate)","Inj 1 g vial","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",6.0358056266
"602603","6026","Erythromycin ethyl succinate","Grans for oral liq 200 mg per 5 ml","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",88.113537303
"602605","6026","Erythromycin ethyl succinate","Grans for oral liq 400 mg per 5 ml","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",89.892678638
"602601","6026","Erythromycin ethyl succinate","Tab 400 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",96.156502063
"602703","6027","Erythromycin stearate","Tab 250 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",93.901903307
"602702","6027","Erythromycin stearate","Tab 500 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.687235032
"392625","3926","Escitalopram","Tab 10 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.992948114
"392626","3926","Escitalopram","Tab 20 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.99551535
"378625","3786","Etanercept","Inj 25 mg","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378628","3786","Etanercept","Inj 25 mg autoinjector","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378626","3786","Etanercept","Inj 50 mg autoinjector","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378627","3786","Etanercept","Inj 50 mg prefilled syringe","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"386526","3865","Ethambutol hydrochloride","Tab 100 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",100
"386525","3865","Ethambutol hydrochloride","Tab 400 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",100
"328601","3286","Ethanol","Ethanol 90% (rectified spirit)","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"147801","1478","Ethinyloestradiol","Tab 10 mcg","141201","Other Oestrogen Preparations","1412","Other Oestrogen Preparations","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",99.999130951
"147702","1477","Ethinyloestradiol with desogestrel","Tab 20 mcg with desogestrel 150 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",98.182121414
"147704","1477","Ethinyloestradiol with desogestrel","Tab 30 mcg with desogestrel 150 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",99.837398374
"171812","1718","Ethinyloestradiol with levonorgestrel","Tab 20 mcg with levonorgestrel 100 mcg and 7 inert tablets","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",96.436192471
"171808","1718","Ethinyloestradiol with levonorgestrel","Tab 30 mcg with levonorgestrel 150 mcg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",92.405063291
"171809","1718","Ethinyloestradiol with levonorgestrel","Tab 30 mcg with levonorgestrel 150 mcg and 7 inert tablets","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",97.423821144
"171807","1718","Ethinyloestradiol with levonorgestrel","Tab 50 mcg with levonorgestrel 125 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",98.827416305
"147511","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 1 mg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",98.428655909
"147512","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 1 mg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",95.165584854
"147508","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 500 mcg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",96.262176244
"147509","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 500 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",95.2499822
"148101","1481","Ethosuximide","Cap 250 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","cap",100
"148102","1481","Ethosuximide","Oral liq 250 mg per 5 ml","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","ml",99.923508606
"148701","1487","Etidronate disodium","Tab 200 mg","190806","Other Treatments","1908","Drugs Affecting Bone Metabolism","19","Musculoskeletal System","tab",100
"243302","2433","Etoposide","Cap 100 mg","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"243301","2433","Etoposide","Cap 50 mg","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",99.983715628
"391826","3918","Etravirine","Tab 200 mg","162001","Non-nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"328801","3288","Eucalyptus oil","Eucalyptus oil","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"404026","4040","Everolimus","Tab 10 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",100
"404025","4040","Everolimus","Tab 5 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",100
"387225","3872","Exemestane","Tab 25 mg","250404","Aromatase Inhibitors","2504","Endocrine Therapy","25","Oncology Agents and Immunosuppressants","tab",99.984429293
"294601","2946","Extensively hydrolysed formula","Powder","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","g",100
"379925","3799","Ezetimibe","Tab 10 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.999720197
"385328","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 10 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"385325","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 20 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"385326","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 40 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"385327","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 80 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"237325","2373","Famotidine","Inj 10 mg per ml, 4 ml","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","inj",100
"237301","2373","Famotidine","Tab 20 mg","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",100
"237302","2373","Famotidine","Tab 40 mg","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",100
"291601","2916","Fat modified feed","Powder","420604","Fat Modified Products","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291701","2917","Fat supplement","Emulsion (neutral)","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"291702","2917","Fat supplement","Emulsion (strawberry)","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"291704","2917","Fat supplement","MCT Emulsion, 250 ml","420203","Fat","4202","Nutrient Modules","42","Special Foods","pack",100
"291703","2917","Fat supplement","Oil","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"402626","4026","Febuxostat","Tab 120 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",100
"402625","4026","Febuxostat","Tab 80 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",100
