"Type","TG2ID","TherapeuticGrp2","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Waikato",2021,"5783","3329",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Lakes",2021,"1484","873",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Bay of Plenty",2021,"2958","1888",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Tairawhiti",2021,"560","350",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Hawke's Bay",2021,"2688","1538",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Taranaki",2021,"1441","890",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","MidCentral",2021,"2857","1517",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Whanganui",2021,"742","443",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Capital & Coast",2021,"4512","2584",99.6
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Hutt Valley",2021,"2602","1296",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Wairarapa",2021,"559","322",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Nelson Marlborough",2021,"1837","1005",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","West Coast",2021,"437","239",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Canterbury",2021,"6738","3811",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","South Canterbury",2021,"560","319",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Southern",2021,"4356","2434",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","New Zealand",2021,"67231","38826",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Northland",2022,"2092","1229",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Waitemata",2022,"9510","5542",99.7
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Auckland",2022,"7083","4508",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Counties Manukau",2022,"9867","5937",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Waikato",2022,"5593","3296",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Lakes",2022,"1498","873",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Bay of Plenty",2022,"3220","1918",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Tairawhiti",2022,"579","378",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Hawke's Bay",2022,"2585","1440",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Taranaki",2022,"1363","871",99.6
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","MidCentral",2022,"3007","1502",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Whanganui",2022,"786","463",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Capital & Coast",2022,"4511","2588",99.8
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Hutt Valley",2022,"2490","1302",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Wairarapa",2022,"542","331",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Nelson Marlborough",2022,"1772","1063",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","West Coast",2022,"388","213",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Canterbury",2022,"7361","4140",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","South Canterbury",2022,"669","400",99.9
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","Southern",2022,"4244","2504",100
"Dispensings","404","Antifibrinolytics, Haemostatics and Local Sclerosants","New Zealand",2022,"69160","40185",99.9
"Initial dispensings","2835","Antifibrotics","Northland",2018,"17","8",100
"Initial dispensings","2835","Antifibrotics","Waitemata",2018,"52","19",100
"Initial dispensings","2835","Antifibrotics","Auckland",2018,"48","17",100
"Initial dispensings","2835","Antifibrotics","Counties Manukau",2018,"57","26",100
"Initial dispensings","2835","Antifibrotics","Waikato",2018,"33","18",100
"Initial dispensings","2835","Antifibrotics","Lakes",2018,"9","<6",100
"Initial dispensings","2835","Antifibrotics","Bay of Plenty",2018,"51","23",100
"Initial dispensings","2835","Antifibrotics","Tairawhiti",2018,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Hawke's Bay",2018,"11","<6",100
"Initial dispensings","2835","Antifibrotics","Taranaki",2018,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","MidCentral",2018,"6","<6",100
"Initial dispensings","2835","Antifibrotics","Whanganui",2018,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Capital & Coast",2018,"14","6",100
"Initial dispensings","2835","Antifibrotics","Hutt Valley",2018,"9","<6",100
"Initial dispensings","2835","Antifibrotics","Nelson Marlborough",2018,"18","6",100
"Initial dispensings","2835","Antifibrotics","West Coast",2018,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Canterbury",2018,"34","15",100
"Initial dispensings","2835","Antifibrotics","South Canterbury",2018,"7","<6",100
"Initial dispensings","2835","Antifibrotics","Southern",2018,"52","19",100
"Initial dispensings","2835","Antifibrotics","New Zealand",2018,"430","178",100
"Initial dispensings","2835","Antifibrotics","Northland",2019,"41","14",100
"Initial dispensings","2835","Antifibrotics","Waitemata",2019,"85","33",100
"Initial dispensings","2835","Antifibrotics","Auckland",2019,"41","15",100
"Initial dispensings","2835","Antifibrotics","Counties Manukau",2019,"55","22",100
"Initial dispensings","2835","Antifibrotics","Waikato",2019,"51","22",100
"Initial dispensings","2835","Antifibrotics","Lakes",2019,"17","<6",100
"Initial dispensings","2835","Antifibrotics","Bay of Plenty",2019,"73","24",100
"Initial dispensings","2835","Antifibrotics","Hawke's Bay",2019,"12","<6",100
"Initial dispensings","2835","Antifibrotics","Taranaki",2019,"9","<6",100
"Initial dispensings","2835","Antifibrotics","MidCentral",2019,"21","7",100
"Initial dispensings","2835","Antifibrotics","Whanganui",2019,"13","<6",100
"Initial dispensings","2835","Antifibrotics","Capital & Coast",2019,"16","6",100
"Initial dispensings","2835","Antifibrotics","Hutt Valley",2019,"14","6",100
"Initial dispensings","2835","Antifibrotics","Wairarapa",2019,"8","<6",100
"Initial dispensings","2835","Antifibrotics","Nelson Marlborough",2019,"28","8",100
"Initial dispensings","2835","Antifibrotics","West Coast",2019,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Canterbury",2019,"60","22",100
"Initial dispensings","2835","Antifibrotics","South Canterbury",2019,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Southern",2019,"73","25",100
"Initial dispensings","2835","Antifibrotics","New Zealand",2019,"626","221",100
"Initial dispensings","2835","Antifibrotics","Northland",2020,"36","10",100
"Initial dispensings","2835","Antifibrotics","Waitemata",2020,"136","41",100
"Initial dispensings","2835","Antifibrotics","Auckland",2020,"70","24",100
"Initial dispensings","2835","Antifibrotics","Counties Manukau",2020,"88","27",100
"Initial dispensings","2835","Antifibrotics","Waikato",2020,"77","28",100
"Initial dispensings","2835","Antifibrotics","Lakes",2020,"20","7",100
"Initial dispensings","2835","Antifibrotics","Bay of Plenty",2020,"69","24",100
"Initial dispensings","2835","Antifibrotics","Hawke's Bay",2020,"20","7",100
"Initial dispensings","2835","Antifibrotics","Taranaki",2020,"17","6",100
"Initial dispensings","2835","Antifibrotics","MidCentral",2020,"23","8",100
"Initial dispensings","2835","Antifibrotics","Whanganui",2020,"8","<6",100
"Initial dispensings","2835","Antifibrotics","Capital & Coast",2020,"43","16",100
"Initial dispensings","2835","Antifibrotics","Hutt Valley",2020,"15","6",100
"Initial dispensings","2835","Antifibrotics","Wairarapa",2020,"13","<6",100
"Initial dispensings","2835","Antifibrotics","Nelson Marlborough",2020,"33","10",100
"Initial dispensings","2835","Antifibrotics","West Coast",2020,"8","<6",100
"Initial dispensings","2835","Antifibrotics","Canterbury",2020,"76","32",100
"Initial dispensings","2835","Antifibrotics","South Canterbury",2020,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Southern",2020,"92","28",100
"Initial dispensings","2835","Antifibrotics","New Zealand",2020,"845","279",100
"Initial dispensings","2835","Antifibrotics","Northland",2021,"32","12",100
"Initial dispensings","2835","Antifibrotics","Waitemata",2021,"172","54",100
"Initial dispensings","2835","Antifibrotics","Auckland",2021,"87","29",100
"Initial dispensings","2835","Antifibrotics","Counties Manukau",2021,"136","40",100
"Initial dispensings","2835","Antifibrotics","Waikato",2021,"81","30",100
"Initial dispensings","2835","Antifibrotics","Lakes",2021,"25","8",100
"Initial dispensings","2835","Antifibrotics","Bay of Plenty",2021,"80","26",100
"Initial dispensings","2835","Antifibrotics","Tairawhiti",2021,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Hawke's Bay",2021,"29","9",100
"Initial dispensings","2835","Antifibrotics","Taranaki",2021,"16","6",100
"Initial dispensings","2835","Antifibrotics","MidCentral",2021,"26","8",100
"Initial dispensings","2835","Antifibrotics","Whanganui",2021,"7","<6",100
"Initial dispensings","2835","Antifibrotics","Capital & Coast",2021,"46","17",100
"Initial dispensings","2835","Antifibrotics","Hutt Valley",2021,"18","6",100
"Initial dispensings","2835","Antifibrotics","Wairarapa",2021,"15","<6",100
"Initial dispensings","2835","Antifibrotics","Nelson Marlborough",2021,"34","11",100
"Initial dispensings","2835","Antifibrotics","West Coast",2021,"19","<6",100
"Initial dispensings","2835","Antifibrotics","Canterbury",2021,"110","34",100
"Initial dispensings","2835","Antifibrotics","South Canterbury",2021,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Southern",2021,"120","38",100
"Initial dispensings","2835","Antifibrotics","New Zealand",2021,"1058","338",100
"Initial dispensings","2835","Antifibrotics","Northland",2022,"26","8",100
"Initial dispensings","2835","Antifibrotics","Waitemata",2022,"178","53",100
"Initial dispensings","2835","Antifibrotics","Auckland",2022,"122","35",100
"Initial dispensings","2835","Antifibrotics","Counties Manukau",2022,"173","59",100
"Initial dispensings","2835","Antifibrotics","Waikato",2022,"89","33",100
"Initial dispensings","2835","Antifibrotics","Lakes",2022,"30","9",100
"Initial dispensings","2835","Antifibrotics","Bay of Plenty",2022,"91","31",100
"Initial dispensings","2835","Antifibrotics","Tairawhiti",2022,"6","<6",100
"Initial dispensings","2835","Antifibrotics","Hawke's Bay",2022,"38","12",100
"Initial dispensings","2835","Antifibrotics","Taranaki",2022,"23","8",100
"Initial dispensings","2835","Antifibrotics","MidCentral",2022,"27","11",100
"Initial dispensings","2835","Antifibrotics","Whanganui",2022,"16","<6",100
"Initial dispensings","2835","Antifibrotics","Capital & Coast",2022,"49","18",100
"Initial dispensings","2835","Antifibrotics","Hutt Valley",2022,"27","8",100
"Initial dispensings","2835","Antifibrotics","Wairarapa",2022,"18","<6",100
"Initial dispensings","2835","Antifibrotics","Nelson Marlborough",2022,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","West Coast",2022,"34","12",100
"Initial dispensings","2835","Antifibrotics","Canterbury",2022,"132","42",100
"Initial dispensings","2835","Antifibrotics","South Canterbury",2022,"<6","<6",100
"Initial dispensings","2835","Antifibrotics","Southern",2022,"175","52",100
"Initial dispensings","2835","Antifibrotics","New Zealand",2022,"1263","402",100
"Dispensings","2835","Antifibrotics","Northland",2018,"40","8",100
"Dispensings","2835","Antifibrotics","Waitemata",2018,"113","19",100
"Dispensings","2835","Antifibrotics","Auckland",2018,"116","18",100
"Dispensings","2835","Antifibrotics","Counties Manukau",2018,"138","28",100
"Dispensings","2835","Antifibrotics","Waikato",2018,"72","18",100
"Dispensings","2835","Antifibrotics","Lakes",2018,"16","<6",100
"Dispensings","2835","Antifibrotics","Bay of Plenty",2018,"108","23",100
"Dispensings","2835","Antifibrotics","Tairawhiti",2018,"<6","<6",100
"Dispensings","2835","Antifibrotics","Hawke's Bay",2018,"22","<6",100
"Dispensings","2835","Antifibrotics","Taranaki",2018,"<6","<6",100
"Dispensings","2835","Antifibrotics","MidCentral",2018,"15","<6",100
"Dispensings","2835","Antifibrotics","Whanganui",2018,"<6","<6",100
"Dispensings","2835","Antifibrotics","Capital & Coast",2018,"32","6",100
"Dispensings","2835","Antifibrotics","Hutt Valley",2018,"22","<6",100
"Dispensings","2835","Antifibrotics","Nelson Marlborough",2018,"46","6",100
"Dispensings","2835","Antifibrotics","West Coast",2018,"14","<6",100
"Dispensings","2835","Antifibrotics","Canterbury",2018,"114","15",100
"Dispensings","2835","Antifibrotics","South Canterbury",2018,"14","<6",100
"Dispensings","2835","Antifibrotics","Southern",2018,"127","19",100
"Dispensings","2835","Antifibrotics","New Zealand",2018,"1020","181",100
"Dispensings","2835","Antifibrotics","Northland",2019,"107","15",100
"Dispensings","2835","Antifibrotics","Waitemata",2019,"193","33",100
"Dispensings","2835","Antifibrotics","Auckland",2019,"92","15",100
"Dispensings","2835","Antifibrotics","Counties Manukau",2019,"169","22",100
"Dispensings","2835","Antifibrotics","Waikato",2019,"108","23",100
"Dispensings","2835","Antifibrotics","Lakes",2019,"34","<6",100
"Dispensings","2835","Antifibrotics","Bay of Plenty",2019,"153","25",100
"Dispensings","2835","Antifibrotics","Hawke's Bay",2019,"29","<6",100
"Dispensings","2835","Antifibrotics","Taranaki",2019,"24","<6",100
"Dispensings","2835","Antifibrotics","MidCentral",2019,"40","8",100
"Dispensings","2835","Antifibrotics","Whanganui",2019,"15","<6",100
"Dispensings","2835","Antifibrotics","Capital & Coast",2019,"31","6",100
"Dispensings","2835","Antifibrotics","Hutt Valley",2019,"36","6",100
"Dispensings","2835","Antifibrotics","Wairarapa",2019,"15","<6",100
"Dispensings","2835","Antifibrotics","Nelson Marlborough",2019,"70","8",100
"Dispensings","2835","Antifibrotics","West Coast",2019,"12","<6",100
"Dispensings","2835","Antifibrotics","Canterbury",2019,"152","22",100
"Dispensings","2835","Antifibrotics","South Canterbury",2019,"10","<6",100
"Dispensings","2835","Antifibrotics","Southern",2019,"166","25",100
"Dispensings","2835","Antifibrotics","New Zealand",2019,"1456","226",100
"Dispensings","2835","Antifibrotics","Northland",2020,"89","10",100
"Dispensings","2835","Antifibrotics","Waitemata",2020,"321","41",100
"Dispensings","2835","Antifibrotics","Auckland",2020,"141","25",100
"Dispensings","2835","Antifibrotics","Counties Manukau",2020,"213","27",100
"Dispensings","2835","Antifibrotics","Waikato",2020,"175","28",100
"Dispensings","2835","Antifibrotics","Lakes",2020,"49","7",100
"Dispensings","2835","Antifibrotics","Bay of Plenty",2020,"180","25",100
"Dispensings","2835","Antifibrotics","Hawke's Bay",2020,"53","7",100
"Dispensings","2835","Antifibrotics","Taranaki",2020,"40","6",100
"Dispensings","2835","Antifibrotics","MidCentral",2020,"63","9",100
"Dispensings","2835","Antifibrotics","Whanganui",2020,"15","<6",100
"Dispensings","2835","Antifibrotics","Capital & Coast",2020,"90","16",100
"Dispensings","2835","Antifibrotics","Hutt Valley",2020,"38","7",100
"Dispensings","2835","Antifibrotics","Wairarapa",2020,"30","<6",100
"Dispensings","2835","Antifibrotics","Nelson Marlborough",2020,"76","10",100
"Dispensings","2835","Antifibrotics","West Coast",2020,"18","<6",100
"Dispensings","2835","Antifibrotics","Canterbury",2020,"180","33",100
"Dispensings","2835","Antifibrotics","South Canterbury",2020,"<6","<6",100
"Dispensings","2835","Antifibrotics","Southern",2020,"230","28",100
"Dispensings","2835","Antifibrotics","New Zealand",2020,"2004","284",100
"Dispensings","2835","Antifibrotics","Northland",2021,"83","12",100
"Dispensings","2835","Antifibrotics","Waitemata",2021,"401","57",100
"Dispensings","2835","Antifibrotics","Auckland",2021,"192","30",100
"Dispensings","2835","Antifibrotics","Counties Manukau",2021,"305","40",100
"Dispensings","2835","Antifibrotics","Waikato",2021,"185","30",100
"Dispensings","2835","Antifibrotics","Lakes",2021,"63","8",100
"Dispensings","2835","Antifibrotics","Bay of Plenty",2021,"186","26",100
"Dispensings","2835","Antifibrotics","Tairawhiti",2021,"<6","<6",100
"Dispensings","2835","Antifibrotics","Hawke's Bay",2021,"76","10",100
"Dispensings","2835","Antifibrotics","Taranaki",2021,"40","6",100
"Dispensings","2835","Antifibrotics","MidCentral",2021,"63","9",100
"Dispensings","2835","Antifibrotics","Whanganui",2021,"22","<6",100
"Dispensings","2835","Antifibrotics","Capital & Coast",2021,"101","18",100
"Dispensings","2835","Antifibrotics","Hutt Valley",2021,"48","6",100
"Dispensings","2835","Antifibrotics","Wairarapa",2021,"39","<6",100
"Dispensings","2835","Antifibrotics","Nelson Marlborough",2021,"80","11",100
"Dispensings","2835","Antifibrotics","West Coast",2021,"49","<6",100
"Dispensings","2835","Antifibrotics","Canterbury",2021,"265","35",100
"Dispensings","2835","Antifibrotics","South Canterbury",2021,"6","<6",100
"Dispensings","2835","Antifibrotics","Southern",2021,"281","38",100
"Dispensings","2835","Antifibrotics","New Zealand",2021,"2488","346",100
"Dispensings","2835","Antifibrotics","Northland",2022,"65","9",100
"Dispensings","2835","Antifibrotics","Waitemata",2022,"441","53",100
"Dispensings","2835","Antifibrotics","Auckland",2022,"252","36",100
"Dispensings","2835","Antifibrotics","Counties Manukau",2022,"392","59",100
"Dispensings","2835","Antifibrotics","Waikato",2022,"204","36",100
"Dispensings","2835","Antifibrotics","Lakes",2022,"66","9",100
"Dispensings","2835","Antifibrotics","Bay of Plenty",2022,"211","33",100
"Dispensings","2835","Antifibrotics","Tairawhiti",2022,"10","<6",100
"Dispensings","2835","Antifibrotics","Hawke's Bay",2022,"83","13",100
"Dispensings","2835","Antifibrotics","Taranaki",2022,"47","8",100
"Dispensings","2835","Antifibrotics","MidCentral",2022,"64","11",100
"Dispensings","2835","Antifibrotics","Whanganui",2022,"36","<6",100
"Dispensings","2835","Antifibrotics","Capital & Coast",2022,"106","18",100
"Dispensings","2835","Antifibrotics","Hutt Valley",2022,"63","8",100
"Dispensings","2835","Antifibrotics","Wairarapa",2022,"47","<6",100
"Dispensings","2835","Antifibrotics","Nelson Marlborough",2022,"7","<6",100
"Dispensings","2835","Antifibrotics","West Coast",2022,"73","12",100
"Dispensings","2835","Antifibrotics","Canterbury",2022,"339","44",100
"Dispensings","2835","Antifibrotics","South Canterbury",2022,"11","<6",100
"Dispensings","2835","Antifibrotics","Southern",2022,"444","53",100
"Dispensings","2835","Antifibrotics","New Zealand",2022,"2961","411",100
"Initial dispensings","1604","Antifungals","Northland",2018,"2909","2200",100
"Initial dispensings","1604","Antifungals","Waitemata",2018,"10998","8234",99.6
"Initial dispensings","1604","Antifungals","Auckland",2018,"10546","7716",98.9
"Initial dispensings","1604","Antifungals","Counties Manukau",2018,"8939","6705",99.7
"Initial dispensings","1604","Antifungals","Waikato",2018,"6156","4552",99.7
"Initial dispensings","1604","Antifungals","Lakes",2018,"1655","1243",99.3
"Initial dispensings","1604","Antifungals","Bay of Plenty",2018,"3096","2334",99.6
"Initial dispensings","1604","Antifungals","Tairawhiti",2018,"792","628",100
"Initial dispensings","1604","Antifungals","Hawke's Bay",2018,"2516","1846",99.9
"Initial dispensings","1604","Antifungals","Taranaki",2018,"1761","1366",99.5
"Initial dispensings","1604","Antifungals","MidCentral",2018,"2227","1702",99.8
"Initial dispensings","1604","Antifungals","Whanganui",2018,"818","626",99.6
"Initial dispensings","1604","Antifungals","Capital & Coast",2018,"5931","4345",99.2
"Initial dispensings","1604","Antifungals","Hutt Valley",2018,"2498","1856",99.5
"Initial dispensings","1604","Antifungals","Wairarapa",2018,"733","562",99.3
"Initial dispensings","1604","Antifungals","Nelson Marlborough",2018,"2097","1568",99.6
"Initial dispensings","1604","Antifungals","West Coast",2018,"295","239",100
"Initial dispensings","1604","Antifungals","Canterbury",2018,"8081","6041",99.5
"Initial dispensings","1604","Antifungals","South Canterbury",2018,"1062","773",99.6
"Initial dispensings","1604","Antifungals","Southern",2018,"5897","4349",99.5
"Initial dispensings","1604","Antifungals","New Zealand",2018,"79007","58634",99.5
"Initial dispensings","1604","Antifungals","Northland",2019,"2796","2092",99.9
"Initial dispensings","1604","Antifungals","Waitemata",2019,"10725","8059",99.7
"Initial dispensings","1604","Antifungals","Auckland",2019,"10554","7743",99
"Initial dispensings","1604","Antifungals","Counties Manukau",2019,"8760","6641",99.8
"Initial dispensings","1604","Antifungals","Waikato",2019,"6137","4537",99.8
"Initial dispensings","1604","Antifungals","Lakes",2019,"1605","1196",99.4
"Initial dispensings","1604","Antifungals","Bay of Plenty",2019,"3368","2536",99.9
"Initial dispensings","1604","Antifungals","Tairawhiti",2019,"861","673",99.9
"Initial dispensings","1604","Antifungals","Hawke's Bay",2019,"2677","1967",99.9
"Initial dispensings","1604","Antifungals","Taranaki",2019,"1825","1400",99.4
"Initial dispensings","1604","Antifungals","MidCentral",2019,"2370","1807",99.7
"Initial dispensings","1604","Antifungals","Whanganui",2019,"805","602",99.9
"Initial dispensings","1604","Antifungals","Capital & Coast",2019,"6155","4515",99.1
"Initial dispensings","1604","Antifungals","Hutt Valley",2019,"2379","1752",99.7
"Initial dispensings","1604","Antifungals","Wairarapa",2019,"636","482",100
"Initial dispensings","1604","Antifungals","Nelson Marlborough",2019,"2169","1583",99.7
"Initial dispensings","1604","Antifungals","West Coast",2019,"292","219",99.7
"Initial dispensings","1604","Antifungals","Canterbury",2019,"8561","6317",99.6
"Initial dispensings","1604","Antifungals","South Canterbury",2019,"1114","801",99.7
"Initial dispensings","1604","Antifungals","Southern",2019,"6346","4662",99.8
"Initial dispensings","1604","Antifungals","New Zealand",2019,"80135","59336",99.6
"Initial dispensings","1604","Antifungals","Northland",2020,"3342","2447",100
"Initial dispensings","1604","Antifungals","Waitemata",2020,"12442","9204",99.8
"Initial dispensings","1604","Antifungals","Auckland",2020,"11674","8381",99.4
"Initial dispensings","1604","Antifungals","Counties Manukau",2020,"9107","6770",99.9
"Initial dispensings","1604","Antifungals","Waikato",2020,"7258","5241",99.8
"Initial dispensings","1604","Antifungals","Lakes",2020,"1787","1311",99.7
"Initial dispensings","1604","Antifungals","Bay of Plenty",2020,"3954","2888",99.6
"Initial dispensings","1604","Antifungals","Tairawhiti",2020,"1000","729",99.9
"Initial dispensings","1604","Antifungals","Hawke's Bay",2020,"3258","2351",99.9
"Initial dispensings","1604","Antifungals","Taranaki",2020,"2147","1588",99.4
"Initial dispensings","1604","Antifungals","MidCentral",2020,"2887","2153",99.9
"Initial dispensings","1604","Antifungals","Whanganui",2020,"985","750",99.8
"Initial dispensings","1604","Antifungals","Capital & Coast",2020,"7006","5070",99.5
"Initial dispensings","1604","Antifungals","Hutt Valley",2020,"2794","1978",99.8
"Initial dispensings","1604","Antifungals","Wairarapa",2020,"849","640",99.8
"Initial dispensings","1604","Antifungals","Nelson Marlborough",2020,"2341","1673",100
"Initial dispensings","1604","Antifungals","West Coast",2020,"503","370",100
"Initial dispensings","1604","Antifungals","Canterbury",2020,"9484","6867",99.8
"Initial dispensings","1604","Antifungals","South Canterbury",2020,"1280","914",99.6
"Initial dispensings","1604","Antifungals","Southern",2020,"7737","5572",99.7
"Initial dispensings","1604","Antifungals","New Zealand",2020,"91835","66554",99.7
"Initial dispensings","1604","Antifungals","Northland",2021,"4165","2980",100
"Initial dispensings","1604","Antifungals","Waitemata",2021,"14131","10231",99.8
"Initial dispensings","1604","Antifungals","Auckland",2021,"13059","9189",99.7
"Initial dispensings","1604","Antifungals","Counties Manukau",2021,"10212","7475",99.9
"Initial dispensings","1604","Antifungals","Waikato",2021,"8556","6114",99.9
"Initial dispensings","1604","Antifungals","Lakes",2021,"2177","1558",100
"Initial dispensings","1604","Antifungals","Bay of Plenty",2021,"4810","3573",99.9
"Initial dispensings","1604","Antifungals","Tairawhiti",2021,"1262","922",100
"Initial dispensings","1604","Antifungals","Hawke's Bay",2021,"4326","3026",99.9
"Initial dispensings","1604","Antifungals","Taranaki",2021,"2842","2070",99.8
"Initial dispensings","1604","Antifungals","MidCentral",2021,"3895","2781",99.9
"Initial dispensings","1604","Antifungals","Whanganui",2021,"1325","961",99.9
"Initial dispensings","1604","Antifungals","Capital & Coast",2021,"8236","5837",99.7
"Initial dispensings","1604","Antifungals","Hutt Valley",2021,"3308","2350",99.8
"Initial dispensings","1604","Antifungals","Wairarapa",2021,"927","669",99.8
"Initial dispensings","1604","Antifungals","Nelson Marlborough",2021,"2742","1994",100
"Initial dispensings","1604","Antifungals","West Coast",2021,"694","513",100
"Initial dispensings","1604","Antifungals","Canterbury",2021,"11013","7981",99.9
"Initial dispensings","1604","Antifungals","South Canterbury",2021,"1589","1106",99.8
"Initial dispensings","1604","Antifungals","Southern",2021,"9055","6437",99.9
"Initial dispensings","1604","Antifungals","New Zealand",2021,"108324","77326",99.9
"Initial dispensings","1604","Antifungals","Northland",2022,"4268","3058",100
"Initial dispensings","1604","Antifungals","Waitemata",2022,"14830","10696",99.8
"Initial dispensings","1604","Antifungals","Auckland",2022,"13107","9377",99.8
"Initial dispensings","1604","Antifungals","Counties Manukau",2022,"10612","7869",99.9
"Initial dispensings","1604","Antifungals","Waikato",2022,"8980","6575",99.9
"Initial dispensings","1604","Antifungals","Lakes",2022,"2009","1466",99.9
"Initial dispensings","1604","Antifungals","Bay of Plenty",2022,"4906","3644",99.9
"Initial dispensings","1604","Antifungals","Tairawhiti",2022,"1447","1004",99.9
"Initial dispensings","1604","Antifungals","Hawke's Bay",2022,"4400","3065",99.9
"Initial dispensings","1604","Antifungals","Taranaki",2022,"2696","1978",99.9
"Initial dispensings","1604","Antifungals","MidCentral",2022,"3874","2776",99.9
"Initial dispensings","1604","Antifungals","Whanganui",2022,"1427","1002",99.9
"Initial dispensings","1604","Antifungals","Capital & Coast",2022,"8160","5861",99.8
"Initial dispensings","1604","Antifungals","Hutt Valley",2022,"3044","2217",100
"Initial dispensings","1604","Antifungals","Wairarapa",2022,"932","692",100
"Initial dispensings","1604","Antifungals","Nelson Marlborough",2022,"2546","1889",100
"Initial dispensings","1604","Antifungals","West Coast",2022,"695","475",100
"Initial dispensings","1604","Antifungals","Canterbury",2022,"11023","7907",99.9
"Initial dispensings","1604","Antifungals","South Canterbury",2022,"1551","1135",99.9
"Initial dispensings","1604","Antifungals","Southern",2022,"9099","6539",99.9
"Initial dispensings","1604","Antifungals","New Zealand",2022,"109606","78835",99.9
"Dispensings","1604","Antifungals","Northland",2018,"3208","2209",100
"Dispensings","1604","Antifungals","Waitemata",2018,"12498","8287",99.6
"Dispensings","1604","Antifungals","Auckland",2018,"11703","7769",99
"Dispensings","1604","Antifungals","Counties Manukau",2018,"10120","6742",99.7
"Dispensings","1604","Antifungals","Waikato",2018,"7221","4588",99.8
"Dispensings","1604","Antifungals","Lakes",2018,"1845","1251",99.3
"Dispensings","1604","Antifungals","Bay of Plenty",2018,"3625","2353",99.7
"Dispensings","1604","Antifungals","Tairawhiti",2018,"853","632",100
"Dispensings","1604","Antifungals","Hawke's Bay",2018,"3126","1860",99.9
"Dispensings","1604","Antifungals","Taranaki",2018,"1955","1382",99.6
"Dispensings","1604","Antifungals","MidCentral",2018,"2684","1717",99.8
"Dispensings","1604","Antifungals","Whanganui",2018,"944","629",99.7
"Dispensings","1604","Antifungals","Capital & Coast",2018,"7077","4393",99.1
"Dispensings","1604","Antifungals","Hutt Valley",2018,"2999","1877",99.6
"Dispensings","1604","Antifungals","Wairarapa",2018,"980","570",99.5
