,Type,TG3ID,TherapeuticGrp3,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp3.y,TG2ID,TherapeuticGrp2,TG1ID,TherapeuticGrp1
9664,Initial dispensings,161301,Antitrichomonal Agents,Waitemata,2020,18542,14422,94.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9665,Initial dispensings,161301,Antitrichomonal Agents,Auckland,2020,15582,11685,92.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9666,Initial dispensings,161301,Antitrichomonal Agents,Counties Manukau,2020,18842,14630,94.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9667,Initial dispensings,161301,Antitrichomonal Agents,Waikato,2020,14427,11591,97.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9668,Initial dispensings,161301,Antitrichomonal Agents,Lakes,2020,3696,2933,97,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9669,Initial dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2020,7541,6071,98.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9670,Initial dispensings,161301,Antitrichomonal Agents,Tairawhiti,2020,1321,1031,99,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9671,Initial dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2020,5932,4697,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9672,Initial dispensings,161301,Antitrichomonal Agents,Taranaki,2020,4051,3290,97.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9673,Initial dispensings,161301,Antitrichomonal Agents,MidCentral,2020,5428,4327,97.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9674,Initial dispensings,161301,Antitrichomonal Agents,Whanganui,2020,2120,1653,97.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9675,Initial dispensings,161301,Antitrichomonal Agents,Capital & Coast,2020,10451,7954,95.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9676,Initial dispensings,161301,Antitrichomonal Agents,Hutt Valley,2020,4965,3842,97.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9677,Initial dispensings,161301,Antitrichomonal Agents,Wairarapa,2020,1906,1476,97.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9678,Initial dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2020,3419,2702,96.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9679,Initial dispensings,161301,Antitrichomonal Agents,West Coast,2020,1037,831,98,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9680,Initial dispensings,161301,Antitrichomonal Agents,Canterbury,2020,15961,12661,97.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9681,Initial dispensings,161301,Antitrichomonal Agents,South Canterbury,2020,1639,1264,98.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9682,Initial dispensings,161301,Antitrichomonal Agents,Southern,2020,9867,7716,96,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9683,Initial dispensings,161301,Antitrichomonal Agents,New Zealand,2020,152017,118489,96.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9684,Initial dispensings,161301,Antitrichomonal Agents,Northland,2021,5381,4408,99.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9685,Initial dispensings,161301,Antitrichomonal Agents,Waitemata,2021,18613,14576,94.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9686,Initial dispensings,161301,Antitrichomonal Agents,Auckland,2021,15943,12270,93.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9687,Initial dispensings,161301,Antitrichomonal Agents,Counties Manukau,2021,18666,14791,96,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9688,Initial dispensings,161301,Antitrichomonal Agents,Waikato,2021,15879,12716,97.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9689,Initial dispensings,161301,Antitrichomonal Agents,Lakes,2021,4055,3227,98,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9690,Initial dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2021,7951,6371,99,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9691,Initial dispensings,161301,Antitrichomonal Agents,Tairawhiti,2021,1449,1169,99.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9692,Initial dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2021,5802,4525,99.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9693,Initial dispensings,161301,Antitrichomonal Agents,Taranaki,2021,4003,3275,98,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9694,Initial dispensings,161301,Antitrichomonal Agents,MidCentral,2021,5896,4720,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9695,Initial dispensings,161301,Antitrichomonal Agents,Whanganui,2021,1941,1570,98.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9696,Initial dispensings,161301,Antitrichomonal Agents,Capital & Coast,2021,10186,7933,96.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9697,Initial dispensings,161301,Antitrichomonal Agents,Hutt Valley,2021,4547,3572,98.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9698,Initial dispensings,161301,Antitrichomonal Agents,Wairarapa,2021,1915,1492,98.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9699,Initial dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2021,3334,2688,98.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9700,Initial dispensings,161301,Antitrichomonal Agents,West Coast,2021,939,756,97.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9701,Initial dispensings,161301,Antitrichomonal Agents,Canterbury,2021,15910,12788,98.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9702,Initial dispensings,161301,Antitrichomonal Agents,South Canterbury,2021,1681,1340,98.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9703,Initial dispensings,161301,Antitrichomonal Agents,Southern,2021,10204,7996,96.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9704,Initial dispensings,161301,Antitrichomonal Agents,New Zealand,2021,154295,121548,96.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9705,Initial dispensings,161301,Antitrichomonal Agents,Northland,2022,5244,4279,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9706,Initial dispensings,161301,Antitrichomonal Agents,Waitemata,2022,18522,14711,95.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9707,Initial dispensings,161301,Antitrichomonal Agents,Auckland,2022,15722,12361,95.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9708,Initial dispensings,161301,Antitrichomonal Agents,Counties Manukau,2022,18645,14881,96.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9709,Initial dispensings,161301,Antitrichomonal Agents,Waikato,2022,15450,12592,98.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9710,Initial dispensings,161301,Antitrichomonal Agents,Lakes,2022,4070,3232,98.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9711,Initial dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2022,7682,6148,98.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9712,Initial dispensings,161301,Antitrichomonal Agents,Tairawhiti,2022,1298,1040,99.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9713,Initial dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2022,5217,4089,99.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9714,Initial dispensings,161301,Antitrichomonal Agents,Taranaki,2022,4143,3383,98.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9715,Initial dispensings,161301,Antitrichomonal Agents,MidCentral,2022,5546,4469,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9716,Initial dispensings,161301,Antitrichomonal Agents,Whanganui,2022,1857,1486,98.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9717,Initial dispensings,161301,Antitrichomonal Agents,Capital & Coast,2022,9796,7624,97.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9718,Initial dispensings,161301,Antitrichomonal Agents,Hutt Valley,2022,4406,3484,98.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9719,Initial dispensings,161301,Antitrichomonal Agents,Wairarapa,2022,1928,1495,99.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9720,Initial dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2022,3296,2697,97.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9721,Initial dispensings,161301,Antitrichomonal Agents,West Coast,2022,967,790,98.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9722,Initial dispensings,161301,Antitrichomonal Agents,Canterbury,2022,14867,11967,98.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9723,Initial dispensings,161301,Antitrichomonal Agents,South Canterbury,2022,1578,1281,99.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9724,Initial dispensings,161301,Antitrichomonal Agents,Southern,2022,9971,7961,97.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9725,Initial dispensings,161301,Antitrichomonal Agents,New Zealand,2022,150205,119357,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9726,Dispensings,161301,Antitrichomonal Agents,Northland,2018,5757,4723,98.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9727,Dispensings,161301,Antitrichomonal Agents,Waitemata,2018,19922,15084,92.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9728,Dispensings,161301,Antitrichomonal Agents,Auckland,2018,16559,12416,92.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9729,Dispensings,161301,Antitrichomonal Agents,Counties Manukau,2018,19342,14970,93.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9730,Dispensings,161301,Antitrichomonal Agents,Waikato,2018,12728,10142,97.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9731,Dispensings,161301,Antitrichomonal Agents,Lakes,2018,3722,2948,96.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9732,Dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2018,6854,5451,98.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9733,Dispensings,161301,Antitrichomonal Agents,Tairawhiti,2018,1234,1014,98.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9734,Dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2018,5598,4472,99.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9735,Dispensings,161301,Antitrichomonal Agents,Taranaki,2018,3046,2454,95.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9736,Dispensings,161301,Antitrichomonal Agents,MidCentral,2018,5575,4370,96.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9737,Dispensings,161301,Antitrichomonal Agents,Whanganui,2018,2097,1686,96.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9738,Dispensings,161301,Antitrichomonal Agents,Capital & Coast,2018,9730,7388,93.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9739,Dispensings,161301,Antitrichomonal Agents,Hutt Valley,2018,4544,3432,95.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9740,Dispensings,161301,Antitrichomonal Agents,Wairarapa,2018,1487,1156,97.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9741,Dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2018,3310,2615,95.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9742,Dispensings,161301,Antitrichomonal Agents,West Coast,2018,1266,1006,94.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9743,Dispensings,161301,Antitrichomonal Agents,Canterbury,2018,16166,12446,95.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9744,Dispensings,161301,Antitrichomonal Agents,South Canterbury,2018,1694,1289,97.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9745,Dispensings,161301,Antitrichomonal Agents,Southern,2018,10397,7994,95.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9746,Dispensings,161301,Antitrichomonal Agents,New Zealand,2018,151028,116466,95,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9747,Dispensings,161301,Antitrichomonal Agents,Northland,2019,5421,4455,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9748,Dispensings,161301,Antitrichomonal Agents,Waitemata,2019,19592,15107,94.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9749,Dispensings,161301,Antitrichomonal Agents,Auckland,2019,16573,12405,92.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9750,Dispensings,161301,Antitrichomonal Agents,Counties Manukau,2019,19641,15101,93.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9751,Dispensings,161301,Antitrichomonal Agents,Waikato,2019,12926,10438,97.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9752,Dispensings,161301,Antitrichomonal Agents,Lakes,2019,3635,2909,97,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9753,Dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2019,7087,5676,98.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9754,Dispensings,161301,Antitrichomonal Agents,Tairawhiti,2019,1224,1009,99.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9755,Dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2019,5768,4554,99.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9756,Dispensings,161301,Antitrichomonal Agents,Taranaki,2019,3271,2704,97.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9757,Dispensings,161301,Antitrichomonal Agents,MidCentral,2019,5601,4397,96.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9758,Dispensings,161301,Antitrichomonal Agents,Whanganui,2019,1932,1581,97.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9759,Dispensings,161301,Antitrichomonal Agents,Capital & Coast,2019,10053,7698,95,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9760,Dispensings,161301,Antitrichomonal Agents,Hutt Valley,2019,4571,3526,96.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9761,Dispensings,161301,Antitrichomonal Agents,Wairarapa,2019,1662,1275,98.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9762,Dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2019,3395,2724,96.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9763,Dispensings,161301,Antitrichomonal Agents,West Coast,2019,1025,808,97.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9764,Dispensings,161301,Antitrichomonal Agents,Canterbury,2019,16077,12618,96.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9765,Dispensings,161301,Antitrichomonal Agents,South Canterbury,2019,1710,1300,97.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9766,Dispensings,161301,Antitrichomonal Agents,Southern,2019,10213,7918,95.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9767,Dispensings,161301,Antitrichomonal Agents,New Zealand,2019,151377,117654,95.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9768,Dispensings,161301,Antitrichomonal Agents,Northland,2020,5349,4337,99.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9769,Dispensings,161301,Antitrichomonal Agents,Waitemata,2020,18843,14426,94.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9770,Dispensings,161301,Antitrichomonal Agents,Auckland,2020,15848,11690,93,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9771,Dispensings,161301,Antitrichomonal Agents,Counties Manukau,2020,19125,14637,94.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9772,Dispensings,161301,Antitrichomonal Agents,Waikato,2020,14611,11597,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9773,Dispensings,161301,Antitrichomonal Agents,Lakes,2020,3741,2934,97,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9774,Dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2020,7662,6076,98.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9775,Dispensings,161301,Antitrichomonal Agents,Tairawhiti,2020,1329,1032,99,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9776,Dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2020,6049,4697,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9777,Dispensings,161301,Antitrichomonal Agents,Taranaki,2020,4113,3292,97.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9778,Dispensings,161301,Antitrichomonal Agents,MidCentral,2020,5538,4329,97.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9779,Dispensings,161301,Antitrichomonal Agents,Whanganui,2020,2146,1653,97.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9780,Dispensings,161301,Antitrichomonal Agents,Capital & Coast,2020,10613,7961,95.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9781,Dispensings,161301,Antitrichomonal Agents,Hutt Valley,2020,5053,3844,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9782,Dispensings,161301,Antitrichomonal Agents,Wairarapa,2020,1938,1476,97.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9783,Dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2020,3501,2704,96.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9784,Dispensings,161301,Antitrichomonal Agents,West Coast,2020,1056,832,98,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9785,Dispensings,161301,Antitrichomonal Agents,Canterbury,2020,16324,12668,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9786,Dispensings,161301,Antitrichomonal Agents,South Canterbury,2020,1696,1264,98.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9787,Dispensings,161301,Antitrichomonal Agents,Southern,2020,10013,7722,96.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9788,Dispensings,161301,Antitrichomonal Agents,New Zealand,2020,154548,118540,96.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9789,Dispensings,161301,Antitrichomonal Agents,Northland,2021,5447,4409,99.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9790,Dispensings,161301,Antitrichomonal Agents,Waitemata,2021,18963,14586,94.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9791,Dispensings,161301,Antitrichomonal Agents,Auckland,2021,16292,12284,93.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9792,Dispensings,161301,Antitrichomonal Agents,Counties Manukau,2021,18917,14801,96,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9793,Dispensings,161301,Antitrichomonal Agents,Waikato,2021,16105,12724,97.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9794,Dispensings,161301,Antitrichomonal Agents,Lakes,2021,4103,3229,98,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9795,Dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2021,8070,6376,99,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9796,Dispensings,161301,Antitrichomonal Agents,Tairawhiti,2021,1478,1170,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9797,Dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2021,5923,4527,99.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9798,Dispensings,161301,Antitrichomonal Agents,Taranaki,2021,4048,3276,97.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9799,Dispensings,161301,Antitrichomonal Agents,MidCentral,2021,6000,4724,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9800,Dispensings,161301,Antitrichomonal Agents,Whanganui,2021,1969,1575,98.2,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9801,Dispensings,161301,Antitrichomonal Agents,Capital & Coast,2021,10332,7937,96.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9802,Dispensings,161301,Antitrichomonal Agents,Hutt Valley,2021,4631,3578,98.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9803,Dispensings,161301,Antitrichomonal Agents,Wairarapa,2021,1937,1493,98.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9804,Dispensings,161301,Antitrichomonal Agents,Nelson Marlborough,2021,3417,2691,98.1,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9805,Dispensings,161301,Antitrichomonal Agents,West Coast,2021,960,757,97.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9806,Dispensings,161301,Antitrichomonal Agents,Canterbury,2021,16298,12801,98.4,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9807,Dispensings,161301,Antitrichomonal Agents,South Canterbury,2021,1735,1344,98.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9808,Dispensings,161301,Antitrichomonal Agents,Southern,2021,10391,8000,96.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9809,Dispensings,161301,Antitrichomonal Agents,New Zealand,2021,157016,121642,97,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9810,Dispensings,161301,Antitrichomonal Agents,Northland,2022,5313,4280,99.3,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9811,Dispensings,161301,Antitrichomonal Agents,Waitemata,2022,18850,14717,95.8,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9812,Dispensings,161301,Antitrichomonal Agents,Auckland,2022,16002,12373,95.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9813,Dispensings,161301,Antitrichomonal Agents,Counties Manukau,2022,18927,14894,96.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9814,Dispensings,161301,Antitrichomonal Agents,Waikato,2022,15656,12598,98.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9815,Dispensings,161301,Antitrichomonal Agents,Lakes,2022,4102,3232,98.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9816,Dispensings,161301,Antitrichomonal Agents,Bay of Plenty,2022,7833,6158,98.9,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9817,Dispensings,161301,Antitrichomonal Agents,Tairawhiti,2022,1319,1041,99.5,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9818,Dispensings,161301,Antitrichomonal Agents,Hawke's Bay,2022,5317,4096,99.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9819,Dispensings,161301,Antitrichomonal Agents,Taranaki,2022,4196,3383,98.7,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
9820,Dispensings,161301,Antitrichomonal Agents,MidCentral,2022,5635,4480,97.6,Antitrichomonal Agents,1613,Antitrichomonal Agents,16,Infections - Agents for Systemic Use
