,Type,TG2ID,TherapeuticGrp2.x,DHB,YearDisp,NumDisps,NumPpl,NHIComp,TherapeuticGrp2.y,TG1ID,TherapeuticGrp1,,DHB_names
2835,Dispensings,1603,Antibacterials,Tairawhiti,2022,36705,18976,99.6,Antibacterials,16,Infections - Agents for Systemic Use,,Tairawhiti
2836,Dispensings,1603,Antibacterials,Hawke's Bay,2022,130443,64141,99.8,Antibacterials,16,Infections - Agents for Systemic Use,,Hawke's Bay
2837,Dispensings,1603,Antibacterials,Taranaki,2022,82123,43091,99.5,Antibacterials,16,Infections - Agents for Systemic Use,,Taranaki
2838,Dispensings,1603,Antibacterials,MidCentral,2022,126758,63977,99.5,Antibacterials,16,Infections - Agents for Systemic Use,,MidCentral
2839,Dispensings,1603,Antibacterials,Whanganui,2022,50217,25215,99.7,Antibacterials,16,Infections - Agents for Systemic Use,,Whanganui
2840,Dispensings,1603,Antibacterials,Capital & Coast,2022,172835,94181,98.9,Antibacterials,16,Infections - Agents for Systemic Use,,Capital and Coast
2841,Dispensings,1603,Antibacterials,Hutt Valley,2022,101135,51895,99.4,Antibacterials,16,Infections - Agents for Systemic Use,,Hutt Valley
2842,Dispensings,1603,Antibacterials,Wairarapa,2022,31450,16139,99.6,Antibacterials,16,Infections - Agents for Systemic Use,,Wairarapa
2843,Dispensings,1603,Antibacterials,Nelson Marlborough,2022,80278,43406,99.2,Antibacterials,16,Infections - Agents for Systemic Use,,Nelson Marlborough
2844,Dispensings,1603,Antibacterials,West Coast,2022,16583,8979,99.6,Antibacterials,16,Infections - Agents for Systemic Use,,West Coast
2845,Dispensings,1603,Antibacterials,Canterbury,2022,348956,180577,99.5,Antibacterials,16,Infections - Agents for Systemic Use,,Canterbury
2846,Dispensings,1603,Antibacterials,South Canterbury,2022,40084,20751,99.7,Antibacterials,16,Infections - Agents for Systemic Use,,South Canterbury
2847,Dispensings,1603,Antibacterials,Southern,2022,204469,106551,99.3,Antibacterials,16,Infections - Agents for Systemic Use,,Southern
2848,Dispensings,1603,Antibacterials,New Zealand,2022,3360398,1725577,99.3,Antibacterials,16,Infections - Agents for Systemic Use,,New Zealand
4523,Initial dispensings,1604,Antifungals,Northland,2018,2909,2200,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4524,Initial dispensings,1604,Antifungals,Waitemata,2018,10998,8234,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4525,Initial dispensings,1604,Antifungals,Auckland,2018,10546,7716,98.9,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4526,Initial dispensings,1604,Antifungals,Counties Manukau,2018,8939,6705,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4527,Initial dispensings,1604,Antifungals,Waikato,2018,6156,4552,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4528,Initial dispensings,1604,Antifungals,Lakes,2018,1655,1243,99.3,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4529,Initial dispensings,1604,Antifungals,Bay of Plenty,2018,3096,2334,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4530,Initial dispensings,1604,Antifungals,Tairawhiti,2018,792,628,100,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4531,Initial dispensings,1604,Antifungals,Hawke's Bay,2018,2516,1846,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4532,Initial dispensings,1604,Antifungals,Taranaki,2018,1761,1366,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4533,Initial dispensings,1604,Antifungals,MidCentral,2018,2227,1702,99.8,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4534,Initial dispensings,1604,Antifungals,Whanganui,2018,818,626,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4535,Initial dispensings,1604,Antifungals,Capital & Coast,2018,5931,4345,99.2,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4536,Initial dispensings,1604,Antifungals,Hutt Valley,2018,2498,1856,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4537,Initial dispensings,1604,Antifungals,Wairarapa,2018,733,562,99.3,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4538,Initial dispensings,1604,Antifungals,Nelson Marlborough,2018,2097,1568,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4539,Initial dispensings,1604,Antifungals,West Coast,2018,295,239,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4540,Initial dispensings,1604,Antifungals,Canterbury,2018,8081,6041,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4541,Initial dispensings,1604,Antifungals,South Canterbury,2018,1062,773,99.6,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4542,Initial dispensings,1604,Antifungals,Southern,2018,5897,4349,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4543,Initial dispensings,1604,Antifungals,New Zealand,2018,79007,58634,99.5,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4544,Initial dispensings,1604,Antifungals,Northland,2019,2796,2092,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4545,Initial dispensings,1604,Antifungals,Waitemata,2019,10725,8059,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4546,Initial dispensings,1604,Antifungals,Auckland,2019,10554,7743,99,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4547,Initial dispensings,1604,Antifungals,Counties Manukau,2019,8760,6641,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4548,Initial dispensings,1604,Antifungals,Waikato,2019,6137,4537,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4549,Initial dispensings,1604,Antifungals,Lakes,2019,1605,1196,99.4,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4550,Initial dispensings,1604,Antifungals,Bay of Plenty,2019,3368,2536,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4551,Initial dispensings,1604,Antifungals,Tairawhiti,2019,861,673,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4552,Initial dispensings,1604,Antifungals,Hawke's Bay,2019,2677,1967,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4553,Initial dispensings,1604,Antifungals,Taranaki,2019,1825,1400,99.4,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4554,Initial dispensings,1604,Antifungals,MidCentral,2019,2370,1807,99.7,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4555,Initial dispensings,1604,Antifungals,Whanganui,2019,805,602,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4556,Initial dispensings,1604,Antifungals,Capital & Coast,2019,6155,4515,99.1,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4557,Initial dispensings,1604,Antifungals,Hutt Valley,2019,2379,1752,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4558,Initial dispensings,1604,Antifungals,Wairarapa,2019,636,482,100,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4559,Initial dispensings,1604,Antifungals,Nelson Marlborough,2019,2169,1583,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4560,Initial dispensings,1604,Antifungals,West Coast,2019,292,219,99.7,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4561,Initial dispensings,1604,Antifungals,Canterbury,2019,8561,6317,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4562,Initial dispensings,1604,Antifungals,South Canterbury,2019,1114,801,99.7,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4563,Initial dispensings,1604,Antifungals,Southern,2019,6346,4662,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4564,Initial dispensings,1604,Antifungals,New Zealand,2019,80135,59336,99.6,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4565,Initial dispensings,1604,Antifungals,Northland,2020,3342,2447,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4566,Initial dispensings,1604,Antifungals,Waitemata,2020,12442,9204,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4567,Initial dispensings,1604,Antifungals,Auckland,2020,11674,8381,99.4,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4568,Initial dispensings,1604,Antifungals,Counties Manukau,2020,9107,6770,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4569,Initial dispensings,1604,Antifungals,Waikato,2020,7258,5241,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4570,Initial dispensings,1604,Antifungals,Lakes,2020,1787,1311,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4571,Initial dispensings,1604,Antifungals,Bay of Plenty,2020,3954,2888,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4572,Initial dispensings,1604,Antifungals,Tairawhiti,2020,1000,729,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4573,Initial dispensings,1604,Antifungals,Hawke's Bay,2020,3258,2351,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4574,Initial dispensings,1604,Antifungals,Taranaki,2020,2147,1588,99.4,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4575,Initial dispensings,1604,Antifungals,MidCentral,2020,2887,2153,99.9,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4576,Initial dispensings,1604,Antifungals,Whanganui,2020,985,750,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4577,Initial dispensings,1604,Antifungals,Capital & Coast,2020,7006,5070,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4578,Initial dispensings,1604,Antifungals,Hutt Valley,2020,2794,1978,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4579,Initial dispensings,1604,Antifungals,Wairarapa,2020,849,640,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4580,Initial dispensings,1604,Antifungals,Nelson Marlborough,2020,2341,1673,100,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4581,Initial dispensings,1604,Antifungals,West Coast,2020,503,370,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4582,Initial dispensings,1604,Antifungals,Canterbury,2020,9484,6867,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4583,Initial dispensings,1604,Antifungals,South Canterbury,2020,1280,914,99.6,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4584,Initial dispensings,1604,Antifungals,Southern,2020,7737,5572,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4585,Initial dispensings,1604,Antifungals,New Zealand,2020,91835,66554,99.7,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4586,Initial dispensings,1604,Antifungals,Northland,2021,4165,2980,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4587,Initial dispensings,1604,Antifungals,Waitemata,2021,14131,10231,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4588,Initial dispensings,1604,Antifungals,Auckland,2021,13059,9189,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4589,Initial dispensings,1604,Antifungals,Counties Manukau,2021,10212,7475,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4590,Initial dispensings,1604,Antifungals,Waikato,2021,8556,6114,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4591,Initial dispensings,1604,Antifungals,Lakes,2021,2177,1558,100,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4592,Initial dispensings,1604,Antifungals,Bay of Plenty,2021,4810,3573,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4593,Initial dispensings,1604,Antifungals,Tairawhiti,2021,1262,922,100,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4594,Initial dispensings,1604,Antifungals,Hawke's Bay,2021,4326,3026,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4595,Initial dispensings,1604,Antifungals,Taranaki,2021,2842,2070,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4596,Initial dispensings,1604,Antifungals,MidCentral,2021,3895,2781,99.9,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4597,Initial dispensings,1604,Antifungals,Whanganui,2021,1325,961,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4598,Initial dispensings,1604,Antifungals,Capital & Coast,2021,8236,5837,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4599,Initial dispensings,1604,Antifungals,Hutt Valley,2021,3308,2350,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4600,Initial dispensings,1604,Antifungals,Wairarapa,2021,927,669,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4601,Initial dispensings,1604,Antifungals,Nelson Marlborough,2021,2742,1994,100,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4602,Initial dispensings,1604,Antifungals,West Coast,2021,694,513,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4603,Initial dispensings,1604,Antifungals,Canterbury,2021,11013,7981,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4604,Initial dispensings,1604,Antifungals,South Canterbury,2021,1589,1106,99.8,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4605,Initial dispensings,1604,Antifungals,Southern,2021,9055,6437,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4606,Initial dispensings,1604,Antifungals,New Zealand,2021,108324,77326,99.9,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4607,Initial dispensings,1604,Antifungals,Northland,2022,4268,3058,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4608,Initial dispensings,1604,Antifungals,Waitemata,2022,14830,10696,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4609,Initial dispensings,1604,Antifungals,Auckland,2022,13107,9377,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4610,Initial dispensings,1604,Antifungals,Counties Manukau,2022,10612,7869,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4611,Initial dispensings,1604,Antifungals,Waikato,2022,8980,6575,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4612,Initial dispensings,1604,Antifungals,Lakes,2022,2009,1466,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4613,Initial dispensings,1604,Antifungals,Bay of Plenty,2022,4906,3644,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4614,Initial dispensings,1604,Antifungals,Tairawhiti,2022,1447,1004,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4615,Initial dispensings,1604,Antifungals,Hawke's Bay,2022,4400,3065,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4616,Initial dispensings,1604,Antifungals,Taranaki,2022,2696,1978,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4617,Initial dispensings,1604,Antifungals,MidCentral,2022,3874,2776,99.9,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4618,Initial dispensings,1604,Antifungals,Whanganui,2022,1427,1002,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4619,Initial dispensings,1604,Antifungals,Capital & Coast,2022,8160,5861,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4620,Initial dispensings,1604,Antifungals,Hutt Valley,2022,3044,2217,100,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4621,Initial dispensings,1604,Antifungals,Wairarapa,2022,932,692,100,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4622,Initial dispensings,1604,Antifungals,Nelson Marlborough,2022,2546,1889,100,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4623,Initial dispensings,1604,Antifungals,West Coast,2022,695,475,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4624,Initial dispensings,1604,Antifungals,Canterbury,2022,11023,7907,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4625,Initial dispensings,1604,Antifungals,South Canterbury,2022,1551,1135,99.9,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4626,Initial dispensings,1604,Antifungals,Southern,2022,9099,6539,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4627,Initial dispensings,1604,Antifungals,New Zealand,2022,109606,78835,99.9,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4628,Dispensings,1604,Antifungals,Northland,2018,3208,2209,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4629,Dispensings,1604,Antifungals,Waitemata,2018,12498,8287,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4630,Dispensings,1604,Antifungals,Auckland,2018,11703,7769,99,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4631,Dispensings,1604,Antifungals,Counties Manukau,2018,10120,6742,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4632,Dispensings,1604,Antifungals,Waikato,2018,7221,4588,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4633,Dispensings,1604,Antifungals,Lakes,2018,1845,1251,99.3,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4634,Dispensings,1604,Antifungals,Bay of Plenty,2018,3625,2353,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4635,Dispensings,1604,Antifungals,Tairawhiti,2018,853,632,100,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4636,Dispensings,1604,Antifungals,Hawke's Bay,2018,3126,1860,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4637,Dispensings,1604,Antifungals,Taranaki,2018,1955,1382,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4638,Dispensings,1604,Antifungals,MidCentral,2018,2684,1717,99.8,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4639,Dispensings,1604,Antifungals,Whanganui,2018,944,629,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4640,Dispensings,1604,Antifungals,Capital & Coast,2018,7077,4393,99.1,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4641,Dispensings,1604,Antifungals,Hutt Valley,2018,2999,1877,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4642,Dispensings,1604,Antifungals,Wairarapa,2018,980,570,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4643,Dispensings,1604,Antifungals,Nelson Marlborough,2018,2438,1582,99.6,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4644,Dispensings,1604,Antifungals,West Coast,2018,314,241,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4645,Dispensings,1604,Antifungals,Canterbury,2018,9944,6098,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4646,Dispensings,1604,Antifungals,South Canterbury,2018,1337,779,99.7,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4647,Dispensings,1604,Antifungals,Southern,2018,6769,4382,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4648,Dispensings,1604,Antifungals,New Zealand,2018,91640,59065,99.5,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4649,Dispensings,1604,Antifungals,Northland,2019,3146,2103,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4650,Dispensings,1604,Antifungals,Waitemata,2019,12247,8116,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4651,Dispensings,1604,Antifungals,Auckland,2019,11702,7775,99.1,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4652,Dispensings,1604,Antifungals,Counties Manukau,2019,9882,6688,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4653,Dispensings,1604,Antifungals,Waikato,2019,7227,4577,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4654,Dispensings,1604,Antifungals,Lakes,2019,1791,1203,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4655,Dispensings,1604,Antifungals,Bay of Plenty,2019,3882,2563,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4656,Dispensings,1604,Antifungals,Tairawhiti,2019,996,673,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4657,Dispensings,1604,Antifungals,Hawke's Bay,2019,3305,1978,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4658,Dispensings,1604,Antifungals,Taranaki,2019,2044,1404,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4659,Dispensings,1604,Antifungals,MidCentral,2019,2822,1820,99.8,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4660,Dispensings,1604,Antifungals,Whanganui,2019,883,604,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4661,Dispensings,1604,Antifungals,Capital & Coast,2019,7267,4562,99.2,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4662,Dispensings,1604,Antifungals,Hutt Valley,2019,2875,1770,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4663,Dispensings,1604,Antifungals,Wairarapa,2019,885,493,100,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4664,Dispensings,1604,Antifungals,Nelson Marlborough,2019,2590,1594,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4665,Dispensings,1604,Antifungals,West Coast,2019,349,219,99.7,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4666,Dispensings,1604,Antifungals,Canterbury,2019,10841,6370,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4667,Dispensings,1604,Antifungals,South Canterbury,2019,1432,805,99.8,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4668,Dispensings,1604,Antifungals,Southern,2019,7369,4689,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4669,Dispensings,1604,Antifungals,New Zealand,2019,93535,59729,99.6,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4670,Dispensings,1604,Antifungals,Northland,2020,3958,2452,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4671,Dispensings,1604,Antifungals,Waitemata,2020,15416,9270,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4672,Dispensings,1604,Antifungals,Auckland,2020,14104,8433,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4673,Dispensings,1604,Antifungals,Counties Manukau,2020,11104,6810,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4674,Dispensings,1604,Antifungals,Waikato,2020,9195,5280,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4675,Dispensings,1604,Antifungals,Lakes,2020,2217,1315,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4676,Dispensings,1604,Antifungals,Bay of Plenty,2020,5091,2900,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4677,Dispensings,1604,Antifungals,Tairawhiti,2020,1205,734,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4678,Dispensings,1604,Antifungals,Hawke's Bay,2020,4159,2365,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4679,Dispensings,1604,Antifungals,Taranaki,2020,2636,1593,99.3,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4680,Dispensings,1604,Antifungals,MidCentral,2020,3799,2170,99.9,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4681,Dispensings,1604,Antifungals,Whanganui,2020,1388,752,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4682,Dispensings,1604,Antifungals,Capital & Coast,2020,9338,5116,99.5,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4683,Dispensings,1604,Antifungals,Hutt Valley,2020,3967,1995,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4684,Dispensings,1604,Antifungals,Wairarapa,2020,1224,645,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4685,Dispensings,1604,Antifungals,Nelson Marlborough,2020,3118,1686,100,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4686,Dispensings,1604,Antifungals,West Coast,2020,650,373,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4687,Dispensings,1604,Antifungals,Canterbury,2020,12773,6941,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4688,Dispensings,1604,Antifungals,South Canterbury,2020,1799,919,99.7,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4689,Dispensings,1604,Antifungals,Southern,2020,10060,5606,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Southern
4690,Dispensings,1604,Antifungals,New Zealand,2020,117201,66956,99.7,Antifungals,16,Infections - Agents for Systemic Use,,New Zealand
4691,Dispensings,1604,Antifungals,Northland,2021,4795,3009,100,Antifungals,16,Infections - Agents for Systemic Use,,Northland
4692,Dispensings,1604,Antifungals,Waitemata,2021,16865,10347,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Waitemata
4693,Dispensings,1604,Antifungals,Auckland,2021,15152,9263,99.7,Antifungals,16,Infections - Agents for Systemic Use,,Auckland
4694,Dispensings,1604,Antifungals,Counties Manukau,2021,12044,7552,100,Antifungals,16,Infections - Agents for Systemic Use,,Counties Manukau
4695,Dispensings,1604,Antifungals,Waikato,2021,10677,6176,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Waikato
4696,Dispensings,1604,Antifungals,Lakes,2021,2630,1573,100,Antifungals,16,Infections - Agents for Systemic Use,,Lakes
4697,Dispensings,1604,Antifungals,Bay of Plenty,2021,5750,3611,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Bay of Plenty
4698,Dispensings,1604,Antifungals,Tairawhiti,2021,1545,927,100,Antifungals,16,Infections - Agents for Systemic Use,,Tairawhiti
4699,Dispensings,1604,Antifungals,Hawke's Bay,2021,5463,3051,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hawke's Bay
4700,Dispensings,1604,Antifungals,Taranaki,2021,3285,2089,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Taranaki
4701,Dispensings,1604,Antifungals,MidCentral,2021,4789,2816,100,Antifungals,16,Infections - Agents for Systemic Use,,MidCentral
4702,Dispensings,1604,Antifungals,Whanganui,2021,1666,972,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Whanganui
4703,Dispensings,1604,Antifungals,Capital & Coast,2021,10245,5906,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Capital and Coast
4704,Dispensings,1604,Antifungals,Hutt Valley,2021,4076,2381,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Hutt Valley
4705,Dispensings,1604,Antifungals,Wairarapa,2021,1272,682,99.8,Antifungals,16,Infections - Agents for Systemic Use,,Wairarapa
4706,Dispensings,1604,Antifungals,Nelson Marlborough,2021,3424,2009,100,Antifungals,16,Infections - Agents for Systemic Use,,Nelson Marlborough
4707,Dispensings,1604,Antifungals,West Coast,2021,807,515,100,Antifungals,16,Infections - Agents for Systemic Use,,West Coast
4708,Dispensings,1604,Antifungals,Canterbury,2021,13839,8058,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Canterbury
4709,Dispensings,1604,Antifungals,South Canterbury,2021,2066,1119,99.9,Antifungals,16,Infections - Agents for Systemic Use,,South Canterbury
4710,Dispensings,1604,Antifungals,Southern,2021,10946,6482,99.9,Antifungals,16,Infections - Agents for Systemic Use,,Southern
