"","Type","TG3ID","TherapeuticGrp3","DHB","YearDisp","NumDisps","NumPpl","NHIComp"
"21959","Initial dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2021,"582","516",100
"21960","Initial dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2021,"234","219",99.6
"21961","Initial dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2021,"293","263",100
"21962","Initial dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2021,"62","55",100
"21963","Initial dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2021,"197","164",100
"21964","Initial dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2021,"145","128",100
"21965","Initial dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2021,"247","228",100
"21966","Initial dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2021,"67","64",100
"21967","Initial dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2021,"424","384",100
"21968","Initial dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2021,"256","236",100
"21969","Initial dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2021,"34","32",100
"21970","Initial dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2021,"116","114",100
"21971","Initial dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2021,"33","31",100
"21972","Initial dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2021,"672","632",99.7
"21973","Initial dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2021,"24","23",100
"21974","Initial dispensings",11002,"Helicobacter Pylori Eradication","Southern",2021,"315","266",100
"21975","Initial dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2021,"11594","9834",99.9
"21976","Initial dispensings",11002,"Helicobacter Pylori Eradication","Northland",2022,"434","401",99.8
"21977","Initial dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2022,"2910","2646",99.9
"21978","Initial dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2022,"2623","2371",100
"21979","Initial dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2022,"3239","2871",99.9
"21980","Initial dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2022,"727","668",100
"21981","Initial dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2022,"292","272",99.7
"21982","Initial dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2022,"411","378",100
"21983","Initial dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2022,"62","60",100
"21984","Initial dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2022,"227","213",100
"21985","Initial dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2022,"121","113",100
"21986","Initial dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2022,"221","206",100
"21987","Initial dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2022,"74","71",100
"21988","Initial dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2022,"489","456",100
"21989","Initial dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2022,"301","276",100
"21990","Initial dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2022,"53","51",100
"21991","Initial dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2022,"125","120",100
"21992","Initial dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2022,"41","40",100
"21993","Initial dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2022,"799","750",100
"21994","Initial dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2022,"32","31",100
"21995","Initial dispensings",11002,"Helicobacter Pylori Eradication","Southern",2022,"239","209",100
"21996","Initial dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2022,"13420","12180",99.9
"21997","Dispensings",11002,"Helicobacter Pylori Eradication","Northland",2018,"241","228",100
"21998","Dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2018,"2192","1970",99.8
"21999","Dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2018,"1890","1690",99.3
"22000","Dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2018,"2215","2032",99.5
"22001","Dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2018,"513","475",100
"22002","Dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2018,"319","282",99.7
"22003","Dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2018,"317","294",100
"22004","Dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2018,"93","84",100
"22005","Dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2018,"130","122",99.2
"22006","Dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2018,"154","144",97.4
"22007","Dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2018,"289","271",100
"22008","Dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2018,"84","79",97.6
"22009","Dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2018,"546","492",99.6
"22010","Dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2018,"273","241",99.6
"22011","Dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2018,"62","61",100
"22012","Dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2018,"188","172",99.5
"22013","Dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2018,"36","34",100
"22014","Dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2018,"627","584",99.5
"22015","Dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2018,"30","28",100
"22016","Dispensings",11002,"Helicobacter Pylori Eradication","Southern",2018,"352","312",99.4
"22017","Dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2018,"10551","9586",99.6
"22018","Dispensings",11002,"Helicobacter Pylori Eradication","Northland",2019,"260","234",100
"22019","Dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2019,"2493","2138",99.8
"22020","Dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2019,"2118","1800",99.8
"22021","Dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2019,"2416","2075",99.9
"22022","Dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2019,"630","574",99.8
"22023","Dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2019,"212","193",99.1
"22024","Dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2019,"299","272",99.7
"22025","Dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2019,"62","57",100
"22026","Dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2019,"196","158",99.5
"22027","Dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2019,"159","144",99.4
"22028","Dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2019,"263","240",99.6
"22029","Dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2019,"97","82",100
"22030","Dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2019,"472","398",99.6
"22031","Dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2019,"225","207",99.6
"22032","Dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2019,"27","27",100
"22033","Dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2019,"128","125",100
"22034","Dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2019,"27","23",100
"22035","Dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2019,"811","720",99.9
"22036","Dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2019,"24","24",100
"22037","Dispensings",11002,"Helicobacter Pylori Eradication","Southern",2019,"221","194",99.5
"22038","Dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2019,"11140","9675",99.8
"22039","Dispensings",11002,"Helicobacter Pylori Eradication","Northland",2020,"389","354",100
"22040","Dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2020,"3638","2908",99.8
"22041","Dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2020,"2947","2357",99.7
"22042","Dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2020,"3449","2779",99.9
"22043","Dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2020,"815","741",99.8
"22044","Dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2020,"294","256",99
"22045","Dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2020,"492","424",100
"22046","Dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2020,"106","90",99.1
"22047","Dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2020,"154","145",100
"22048","Dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2020,"183","168",100
"22049","Dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2020,"253","223",100
"22050","Dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2020,"93","78",98.9
"22051","Dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2020,"470","409",99.6
"22052","Dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2020,"309","271",99.7
"22053","Dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2020,"63","55",100
"22054","Dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2020,"168","154",100
"22055","Dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2020,"41","34",100
"22056","Dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2020,"769","683",99.9
"22057","Dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2020,"27","23",100
"22058","Dispensings",11002,"Helicobacter Pylori Eradication","Southern",2020,"281","237",99.6
"22059","Dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2020,"14941","12371",99.8
"22060","Dispensings",11002,"Helicobacter Pylori Eradication","Northland",2021,"285","265",100
"22061","Dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2021,"2464","2017",99.8
"22062","Dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2021,"2266","1846",99.9
"22063","Dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2021,"2890","2363",99.9
"22064","Dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2021,"584","516",100
"22065","Dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2021,"234","219",99.6
"22066","Dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2021,"296","263",100
"22067","Dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2021,"62","55",100
"22068","Dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2021,"198","164",100
"22069","Dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2021,"146","128",100
"22070","Dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2021,"248","229",100
"22071","Dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2021,"68","64",100
"22072","Dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2021,"426","384",100
"22073","Dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2021,"258","236",100
"22074","Dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2021,"34","32",100
"22075","Dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2021,"116","114",100
"22076","Dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2021,"34","31",100
"22077","Dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2021,"679","632",99.7
"22078","Dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2021,"24","23",100
"22079","Dispensings",11002,"Helicobacter Pylori Eradication","Southern",2021,"319","266",100
"22080","Dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2021,"11631","9835",99.9
"22081","Dispensings",11002,"Helicobacter Pylori Eradication","Northland",2022,"435","401",99.8
"22082","Dispensings",11002,"Helicobacter Pylori Eradication","Waitemata",2022,"2938","2646",99.9
"22083","Dispensings",11002,"Helicobacter Pylori Eradication","Auckland",2022,"2642","2372",100
"22084","Dispensings",11002,"Helicobacter Pylori Eradication","Counties Manukau",2022,"3256","2873",99.9
"22085","Dispensings",11002,"Helicobacter Pylori Eradication","Waikato",2022,"729","668",100
"22086","Dispensings",11002,"Helicobacter Pylori Eradication","Lakes",2022,"294","272",99.7
"22087","Dispensings",11002,"Helicobacter Pylori Eradication","Bay of Plenty",2022,"441","378",100
"22088","Dispensings",11002,"Helicobacter Pylori Eradication","Tairawhiti",2022,"62","60",100
"22089","Dispensings",11002,"Helicobacter Pylori Eradication","Hawke's Bay",2022,"228","213",100
"22090","Dispensings",11002,"Helicobacter Pylori Eradication","Taranaki",2022,"121","113",100
"22091","Dispensings",11002,"Helicobacter Pylori Eradication","MidCentral",2022,"227","207",100
"22092","Dispensings",11002,"Helicobacter Pylori Eradication","Whanganui",2022,"74","71",100
"22093","Dispensings",11002,"Helicobacter Pylori Eradication","Capital & Coast",2022,"492","456",100
"22094","Dispensings",11002,"Helicobacter Pylori Eradication","Hutt Valley",2022,"301","276",100
"22095","Dispensings",11002,"Helicobacter Pylori Eradication","Wairarapa",2022,"55","51",100
"22096","Dispensings",11002,"Helicobacter Pylori Eradication","Nelson Marlborough",2022,"131","120",100
"22097","Dispensings",11002,"Helicobacter Pylori Eradication","West Coast",2022,"41","40",100
"22098","Dispensings",11002,"Helicobacter Pylori Eradication","Canterbury",2022,"805","751",100
"22099","Dispensings",11002,"Helicobacter Pylori Eradication","South Canterbury",2022,"32","31",100
"22100","Dispensings",11002,"Helicobacter Pylori Eradication","Southern",2022,"250","211",100
"22101","Dispensings",11002,"Helicobacter Pylori Eradication","New Zealand",2022,"13554","12186",99.9
"28994","Initial dispensings",160304,"Macrolides","Northland",2018,"16265","12379",99.8
"28995","Initial dispensings",160304,"Macrolides","Waitemata",2018,"50662","38763",98.9
"28996","Initial dispensings",160304,"Macrolides","Auckland",2018,"37887","29057",98
"28997","Initial dispensings",160304,"Macrolides","Counties Manukau",2018,"49172","36869",99.3
"28998","Initial dispensings",160304,"Macrolides","Waikato",2018,"35713","26487",99.4
"28999","Initial dispensings",160304,"Macrolides","Lakes",2018,"9282","6880",98.8
"29000","Initial dispensings",160304,"Macrolides","Bay of Plenty",2018,"19968","15191",99.4
"29001","Initial dispensings",160304,"Macrolides","Tairawhiti",2018,"4222","3109",99.6
"29002","Initial dispensings",160304,"Macrolides","Hawke's Bay",2018,"14848","11297",99.7
"29003","Initial dispensings",160304,"Macrolides","Taranaki",2018,"11295","8533",99.1
"29004","Initial dispensings",160304,"Macrolides","MidCentral",2018,"14840","11171",99.6
"29005","Initial dispensings",160304,"Macrolides","Whanganui",2018,"5339","4049",99.6
"29006","Initial dispensings",160304,"Macrolides","Capital & Coast",2018,"21922","17083",98.3
"29007","Initial dispensings",160304,"Macrolides","Hutt Valley",2018,"12151","9425",98.5
"29008","Initial dispensings",160304,"Macrolides","Wairarapa",2018,"3475","2671",99.3
"29009","Initial dispensings",160304,"Macrolides","Nelson Marlborough",2018,"9463","7494",98.9
"29010","Initial dispensings",160304,"Macrolides","West Coast",2018,"2324","1811",99.5
"29011","Initial dispensings",160304,"Macrolides","Canterbury",2018,"39775","30222",99.3
"29012","Initial dispensings",160304,"Macrolides","South Canterbury",2018,"5757","4270",99.7
"29013","Initial dispensings",160304,"Macrolides","Southern",2018,"22401","17409",99
"29014","Initial dispensings",160304,"Macrolides","New Zealand",2018,"386761","293104",99.1
"29015","Initial dispensings",160304,"Macrolides","Northland",2019,"14963","11395",99.9
"29016","Initial dispensings",160304,"Macrolides","Waitemata",2019,"48729","37337",99.1
"29017","Initial dispensings",160304,"Macrolides","Auckland",2019,"37350","28654",98.5
"29018","Initial dispensings",160304,"Macrolides","Counties Manukau",2019,"49037","37011",99.4
"29019","Initial dispensings",160304,"Macrolides","Waikato",2019,"35181","26242",99.6
"29020","Initial dispensings",160304,"Macrolides","Lakes",2019,"8620","6503",98.8
"29021","Initial dispensings",160304,"Macrolides","Bay of Plenty",2019,"19745","14931",99.4
"29022","Initial dispensings",160304,"Macrolides","Tairawhiti",2019,"4332","3233",99.7
"29023","Initial dispensings",160304,"Macrolides","Hawke's Bay",2019,"14689","10995",99.7
"29024","Initial dispensings",160304,"Macrolides","Taranaki",2019,"11651","8779",99.6
"29025","Initial dispensings",160304,"Macrolides","MidCentral",2019,"14295","10891",99.7
"29026","Initial dispensings",160304,"Macrolides","Whanganui",2019,"5325","4039",99.3
"29027","Initial dispensings",160304,"Macrolides","Capital & Coast",2019,"21299","16633",98.5
"29028","Initial dispensings",160304,"Macrolides","Hutt Valley",2019,"11511","8903",99.1
"29029","Initial dispensings",160304,"Macrolides","Wairarapa",2019,"2859","2223",99.5
"29030","Initial dispensings",160304,"Macrolides","Nelson Marlborough",2019,"8957","6993",99.3
"29031","Initial dispensings",160304,"Macrolides","West Coast",2019,"1812","1368",99.8
"29032","Initial dispensings",160304,"Macrolides","Canterbury",2019,"38882","29196",99.4
"29033","Initial dispensings",160304,"Macrolides","South Canterbury",2019,"5519","4061",99.4
"29034","Initial dispensings",160304,"Macrolides","Southern",2019,"22409","17421",99.3
"29035","Initial dispensings",160304,"Macrolides","New Zealand",2019,"377165","285815",99.3
"29036","Initial dispensings",160304,"Macrolides","Northland",2020,"10732","7991",99.8
"29037","Initial dispensings",160304,"Macrolides","Waitemata",2020,"32150","24474",99.1
"29038","Initial dispensings",160304,"Macrolides","Auckland",2020,"23967","18255",98.6
"29039","Initial dispensings",160304,"Macrolides","Counties Manukau",2020,"32150","23990",99.4
"29040","Initial dispensings",160304,"Macrolides","Waikato",2020,"26556","19560",99.6
"29041","Initial dispensings",160304,"Macrolides","Lakes",2020,"6313","4643",99.2
"29042","Initial dispensings",160304,"Macrolides","Bay of Plenty",2020,"14449","10760",99.5
"29043","Initial dispensings",160304,"Macrolides","Tairawhiti",2020,"3039","2253",99.8
"29044","Initial dispensings",160304,"Macrolides","Hawke's Bay",2020,"10942","8006",99.7
"29045","Initial dispensings",160304,"Macrolides","Taranaki",2020,"7044","5256",99.6
"29046","Initial dispensings",160304,"Macrolides","MidCentral",2020,"10961","8318",99.7
"29047","Initial dispensings",160304,"Macrolides","Whanganui",2020,"4370","3284",99.6
"29048","Initial dispensings",160304,"Macrolides","Capital & Coast",2020,"13642","10508",98.5
"29049","Initial dispensings",160304,"Macrolides","Hutt Valley",2020,"7896","5955",99.1
"29050","Initial dispensings",160304,"Macrolides","Wairarapa",2020,"2053","1606",99.5
"29051","Initial dispensings",160304,"Macrolides","Nelson Marlborough",2020,"6297","4622",99.2
"29052","Initial dispensings",160304,"Macrolides","West Coast",2020,"1408","986",99.8
"29053","Initial dispensings",160304,"Macrolides","Canterbury",2020,"28107","20710",99.6
"29054","Initial dispensings",160304,"Macrolides","South Canterbury",2020,"3781","2722",99.6
"29055","Initial dispensings",160304,"Macrolides","Southern",2020,"15273","11679",99.2
"29056","Initial dispensings",160304,"Macrolides","New Zealand",2020,"261130","194885",99.3
"29057","Initial dispensings",160304,"Macrolides","Northland",2021,"10733","7981",99.9
"29058","Initial dispensings",160304,"Macrolides","Waitemata",2021,"30656","23632",99.3
"29059","Initial dispensings",160304,"Macrolides","Auckland",2021,"23149","17823",98.8
"29060","Initial dispensings",160304,"Macrolides","Counties Manukau",2021,"31428","23652",99.6
"29061","Initial dispensings",160304,"Macrolides","Waikato",2021,"26755","19754",99.7
"29062","Initial dispensings",160304,"Macrolides","Lakes",2021,"5865","4389",99.2
"29063","Initial dispensings",160304,"Macrolides","Bay of Plenty",2021,"14472","10841",99.8
"29064","Initial dispensings",160304,"Macrolides","Tairawhiti",2021,"3552","2579",99.9
"29065","Initial dispensings",160304,"Macrolides","Hawke's Bay",2021,"10953","7935",99.8
"29066","Initial dispensings",160304,"Macrolides","Taranaki",2021,"7146","5463",99.8
"29067","Initial dispensings",160304,"Macrolides","MidCentral",2021,"11041","8335",99.7
"29068","Initial dispensings",160304,"Macrolides","Whanganui",2021,"4011","2980",99.6
"29069","Initial dispensings",160304,"Macrolides","Capital & Coast",2021,"12462","9603",98.8
"29070","Initial dispensings",160304,"Macrolides","Hutt Valley",2021,"7705","5860",99.4
"29071","Initial dispensings",160304,"Macrolides","Wairarapa",2021,"2068","1628",99.5
"29072","Initial dispensings",160304,"Macrolides","Nelson Marlborough",2021,"5702","4309",99.7
"29073","Initial dispensings",160304,"Macrolides","West Coast",2021,"1473","1022",99.7
"29074","Initial dispensings",160304,"Macrolides","Canterbury",2021,"28420","20993",99.8
"29075","Initial dispensings",160304,"Macrolides","South Canterbury",2021,"3801","2719",99.8
"29076","Initial dispensings",160304,"Macrolides","Southern",2021,"15813","11995",99.4
"29077","Initial dispensings",160304,"Macrolides","New Zealand",2021,"257205","192817",99.5
"29078","Initial dispensings",160304,"Macrolides","Northland",2022,"11018","8409",99.8
"29079","Initial dispensings",160304,"Macrolides","Waitemata",2022,"36256","27633",99.5
"29080","Initial dispensings",160304,"Macrolides","Auckland",2022,"26783","20654",98.9
"29081","Initial dispensings",160304,"Macrolides","Counties Manukau",2022,"35806","27021",99.6
"29082","Initial dispensings",160304,"Macrolides","Waikato",2022,"29134","21704",99.8
"29083","Initial dispensings",160304,"Macrolides","Lakes",2022,"6628","4910",99.5
"29084","Initial dispensings",160304,"Macrolides","Bay of Plenty",2022,"16210","12209",99.7
"29085","Initial dispensings",160304,"Macrolides","Tairawhiti",2022,"3668","2695",99.9
"29086","Initial dispensings",160304,"Macrolides","Hawke's Bay",2022,"11735","8620",99.8
"29087","Initial dispensings",160304,"Macrolides","Taranaki",2022,"6865","5235",99.8
"29088","Initial dispensings",160304,"Macrolides","MidCentral",2022,"12048","9054",99.7
"29089","Initial dispensings",160304,"Macrolides","Whanganui",2022,"4276","3287",99.8
"29090","Initial dispensings",160304,"Macrolides","Capital & Coast",2022,"13288","10249",99.1
"29091","Initial dispensings",160304,"Macrolides","Hutt Valley",2022,"7976","6107",99.5
"29092","Initial dispensings",160304,"Macrolides","Wairarapa",2022,"2187","1656",99.6
"29093","Initial dispensings",160304,"Macrolides","Nelson Marlborough",2022,"5846","4422",99.8
"29094","Initial dispensings",160304,"Macrolides","West Coast",2022,"1767","1242",99.7
"29095","Initial dispensings",160304,"Macrolides","Canterbury",2022,"30562","22648",99.7
"29096","Initial dispensings",160304,"Macrolides","South Canterbury",2022,"4303","3193",99.8
"29097","Initial dispensings",160304,"Macrolides","Southern",2022,"18521","14157",99.6
"29098","Initial dispensings",160304,"Macrolides","New Zealand",2022,"284877","214390",99.6
"29099","Dispensings",160304,"Macrolides","Northland",2018,"16751","12385",99.8
"29100","Dispensings",160304,"Macrolides","Waitemata",2018,"52162","38799",98.9
"29101","Dispensings",160304,"Macrolides","Auckland",2018,"38964","29084",98
"29102","Dispensings",160304,"Macrolides","Counties Manukau",2018,"51330","36896",99.3
"29103","Dispensings",160304,"Macrolides","Waikato",2018,"37146","26509",99.4
"29104","Dispensings",160304,"Macrolides","Lakes",2018,"9677","6884",98.8
"29105","Dispensings",160304,"Macrolides","Bay of Plenty",2018,"21708","15209",99.4
"29106","Dispensings",160304,"Macrolides","Tairawhiti",2018,"4373","3112",99.6
"29107","Dispensings",160304,"Macrolides","Hawke's Bay",2018,"16034","11316",99.7
"29108","Dispensings",160304,"Macrolides","Taranaki",2018,"11881","8542",99.1
"29109","Dispensings",160304,"Macrolides","MidCentral",2018,"15292","11177",99.6
"29110","Dispensings",160304,"Macrolides","Whanganui",2018,"5531","4052",99.6
"29111","Dispensings",160304,"Macrolides","Capital & Coast",2018,"22865","17104",98.4
"29112","Dispensings",160304,"Macrolides","Hutt Valley",2018,"12631","9436",98.5
"29113","Dispensings",160304,"Macrolides","Wairarapa",2018,"3640","2674",99.3
"29114","Dispensings",160304,"Macrolides","Nelson Marlborough",2018,"10058","7500",99
"29115","Dispensings",160304,"Macrolides","West Coast",2018,"2446","1814",99.5
"29116","Dispensings",160304,"Macrolides","Canterbury",2018,"42544","30280",99.3
"29117","Dispensings",160304,"Macrolides","South Canterbury",2018,"6101","4275",99.7
"29118","Dispensings",160304,"Macrolides","Southern",2018,"23545","17424",99.1
"29119","Dispensings",160304,"Macrolides","New Zealand",2018,"404679","293380",99.1
"29120","Dispensings",160304,"Macrolides","Northland",2019,"15557","11402",99.9
"29121","Dispensings",160304,"Macrolides","Waitemata",2019,"50470","37366",99.2
"29122","Dispensings",160304,"Macrolides","Auckland",2019,"38584","28678",98.5
"29123","Dispensings",160304,"Macrolides","Counties Manukau",2019,"51044","37037",99.4
"29124","Dispensings",160304,"Macrolides","Waikato",2019,"36733","26269",99.6
"29125","Dispensings",160304,"Macrolides","Lakes",2019,"9022","6510",98.8
"29126","Dispensings",160304,"Macrolides","Bay of Plenty",2019,"21474","14955",99.5
"29127","Dispensings",160304,"Macrolides","Tairawhiti",2019,"4496","3235",99.7
"29128","Dispensings",160304,"Macrolides","Hawke's Bay",2019,"15929","11015",99.8
"29129","Dispensings",160304,"Macrolides","Taranaki",2019,"12321","8790",99.6
"29130","Dispensings",160304,"Macrolides","MidCentral",2019,"14708","10897",99.7
"29131","Dispensings",160304,"Macrolides","Whanganui",2019,"5506","4044",99.3
"29132","Dispensings",160304,"Macrolides","Capital & Coast",2019,"22241","16655",98.5
"29133","Dispensings",160304,"Macrolides","Hutt Valley",2019,"11997","8917",99.1
"29134","Dispensings",160304,"Macrolides","Wairarapa",2019,"3085","2224",99.5
"29135","Dispensings",160304,"Macrolides","Nelson Marlborough",2019,"9639","7002",99.3
"29136","Dispensings",160304,"Macrolides","West Coast",2019,"1927","1370",99.8
"29137","Dispensings",160304,"Macrolides","Canterbury",2019,"41826","29234",99.5
"29138","Dispensings",160304,"Macrolides","South Canterbury",2019,"5908","4063",99.4
"29139","Dispensings",160304,"Macrolides","Southern",2019,"23686","17439",99.3
"29140","Dispensings",160304,"Macrolides","New Zealand",2019,"396153","286082",99.3
"29141","Dispensings",160304,"Macrolides","Northland",2020,"11500","8001",99.8
"29142","Dispensings",160304,"Macrolides","Waitemata",2020,"34217","24514",99.1
"29143","Dispensings",160304,"Macrolides","Auckland",2020,"25233","18280",98.6
"29144","Dispensings",160304,"Macrolides","Counties Manukau",2020,"34274","24027",99.5
"29145","Dispensings",160304,"Macrolides","Waikato",2020,"28079","19580",99.6
"29146","Dispensings",160304,"Macrolides","Lakes",2020,"6724","4648",99.2
"29147","Dispensings",160304,"Macrolides","Bay of Plenty",2020,"16385","10774",99.5
"29148","Dispensings",160304,"Macrolides","Tairawhiti",2020,"3269","2260",99.8
"29149","Dispensings",160304,"Macrolides","Hawke's Bay",2020,"12271","8018",99.7
"29150","Dispensings",160304,"Macrolides","Taranaki",2020,"7728","5269",99.6
"29151","Dispensings",160304,"Macrolides","MidCentral",2020,"11330","8328",99.7
"29152","Dispensings",160304,"Macrolides","Whanganui",2020,"4554","3286",99.6
"29153","Dispensings",160304,"Macrolides","Capital & Coast",2020,"14604","10524",98.6
"29154","Dispensings",160304,"Macrolides","Hutt Valley",2020,"8426","5963",99.1
"29155","Dispensings",160304,"Macrolides","Wairarapa",2020,"2241","1610",99.5
"29156","Dispensings",160304,"Macrolides","Nelson Marlborough",2020,"7023","4632",99.3
"29157","Dispensings",160304,"Macrolides","West Coast",2020,"1584","986",99.8
"29158","Dispensings",160304,"Macrolides","Canterbury",2020,"31452","20766",99.6
"29159","Dispensings",160304,"Macrolides","South Canterbury",2020,"4098","2728",99.6
"29160","Dispensings",160304,"Macrolides","Southern",2020,"16638","11708",99.3
"29161","Dispensings",160304,"Macrolides","New Zealand",2020,"281630","195177",99.4
"29162","Dispensings",160304,"Macrolides","Northland",2021,"11478","7993",99.9
"29163","Dispensings",160304,"Macrolides","Waitemata",2021,"32471","23675",99.3
"29164","Dispensings",160304,"Macrolides","Auckland",2021,"24501","17857",98.8
"29165","Dispensings",160304,"Macrolides","Counties Manukau",2021,"33569","23682",99.6
